n	R (ref)	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
1626.0	-838.008349521	400.0	-400.0	6.0	7.0	5.0	529.0	555.0	4.0	1011.0
1627.0	-963.614593268	400.0	-400.0	0.0	0.0	102.0	1000.0	206.0	0.0	579.0
1628.0	-999.345171905	400.0	-400.0	0.0	77.0	321.0	1000.0	79.0	0.0	231.0
1629.0	-941.697431238	351.0	-351.0	6.0	85.0	658.0	762.0	39.0	0.0	-51.0
1630.0	-795.896346681	223.0	-223.0	58.0	147.0	994.0	410.0	31.0	0.0	-409.0
1631.0	-575.442119852	49.0	-49.0	65.0	317.0	1000.0	167.0	35.0	43.0	-681.0
1632.0	-300.878907759	-114.0	114.0	58.0	651.0	928.0	113.0	35.0	43.0	-874.0
1633.0	2.10486552368	-262.0	262.0	124.0	829.0	877.0	108.0	31.0	43.0	-1000.0
1634.0	305.070410174	-391.0	391.0	124.0	643.0	984.0	162.0	31.0	38.0	-882.0
1635.0	579.494552447	-400.0	400.0	58.0	232.0	1000.0	167.0	0.0	0.0	-625.0
1636.0	799.458248574	-400.0	400.0	0.0	77.0	882.0	410.0	0.0	0.0	-257.0
1637.0	944.103980308	-360.0	360.0	0.0	0.0	433.0	886.0	39.0	0.0	171.0
1638.0	999.628223197	-248.0	248.0	0.0	0.0	158.0	1000.0	123.0	0.0	472.0
1639.0	960.617333126	-146.0	146.0	58.0	0.0	45.0	464.0	511.0	52.0	906.0
1640.0	830.595899196	22.0	-22.0	0.0	0.0	0.0	59.0	1000.0	47.0	1444.0
1641.0	621.730292664	246.0	-246.0	0.0	0.0	0.0	5.0	865.0	157.0	1653.0
1642.0	353.709935341	389.0	-389.0	6.0	7.0	5.0	10.0	690.0	263.0	1775.0
1643.0	51.9071888469	400.0	-400.0	0.0	0.0	0.0	5.0	738.0	205.0	1717.0
1644.0	-255.013751616	400.0	-400.0	0.0	0.0	0.0	5.0	952.0	105.0	1599.0
1645.0	-537.814706583	400.0	-400.0	6.0	7.0	5.0	124.0	1000.0	4.0	1389.0
1646.0	-769.470901297	400.0	-400.0	0.0	0.0	0.0	475.0	472.0	0.0	998.0
1647.0	-927.762023074	400.0	-400.0	0.0	0.0	102.0	1000.0	123.0	0.0	517.0
1648.0	-997.417770767	400.0	-400.0	0.0	0.0	433.0	875.0	35.0	0.0	168.0
1649.0	-971.609439094	341.0	-341.0	0.0	77.0	1000.0	297.0	0.0	0.0	-340.0
1650.0	-852.640164354	153.0	-153.0	58.0	573.0	1000.0	113.0	0.0	0.0	-831.0
1651.0	-651.762248479	-53.0	53.0	124.0	1000.0	535.0	54.0	0.0	43.0	-1198.0
1652.0	-388.133337989	-242.0	242.0	209.0	1000.0	163.0	5.0	0.0	0.0	-1534.0
1653.0	-87.0062146201	-400.0	400.0	549.0	1000.0	102.0	0.0	0.0	0.0	-1771.0
1654.0	222.678447836	-400.0	400.0	483.0	1000.0	102.0	0.0	0.0	0.0	-1741.0
1655.0	511.068076486	-400.0	400.0	143.0	1000.0	219.0	5.0	0.0	4.0	-1445.0
1656.0	750.277251738	-400.0	400.0	58.0	1000.0	653.0	0.0	0.0	0.0	-1153.0
1657.0	917.092085057	-400.0	400.0	0.0	480.0	1000.0	113.0	0.0	0.0	-731.0
1658.0	995.236932828	-400.0	400.0	6.0	85.0	994.0	410.0	0.0	4.0	-282.0
1659.0	976.980834761	-377.0	377.0	0.0	69.0	372.0	940.0	35.0	0.0	130.0
1660.0	863.923417193	-219.0	219.0	0.0	0.0	51.0	886.0	166.0	0.0	604.0
1661.0	666.878491291	-18.0	18.0	6.0	7.0	5.0	356.0	690.0	4.0	1159.0
1662.0	404.860729016	226.0	-226.0	0.0	0.0	0.0	118.0	1000.0	52.0	1443.0
1663.0	103.26821201	400.0	-400.0	0.0	0.0	0.0	0.0	952.0	100.0	1595.0
1664.0	-208.567204888	400.0	-400.0	0.0	0.0	0.0	0.0	908.0	105.0	1603.0
1665.0	-500.226707783	400.0	-400.0	0.0	0.0	0.0	64.0	1000.0	52.0	1489.0
1666.0	-743.172853303	400.0	-400.0	0.0	0.0	0.0	172.0	996.0	47.0	1352.0
1667.0	-913.549716929	400.0	-400.0	0.0	0.0	0.0	518.0	464.0	0.0	972.0
1668.0	-994.53939532	400.0	-400.0	0.0	0.0	107.0	1000.0	130.0	0.0	518.0
1669.0	-978.040786905	400.0	-400.0	0.0	77.0	433.0	886.0	35.0	0.0	79.0
1670.0	-865.501330253	283.0	-283.0	0.0	69.0	1000.0	345.0	0.0	0.0	-305.0
1671.0	-667.81436831	108.0	-108.0	65.0	581.0	1000.0	124.0	0.0	4.0	-832.0
1672.0	-404.286128268	-128.0	128.0	65.0	1000.0	607.0	5.0	0.0	0.0	-1176.0
1673.0	-100.768051475	-322.0	322.0	124.0	1000.0	316.0	0.0	0.0	0.0	-1367.0
1674.0	212.866677728	-400.0	400.0	281.0	1000.0	219.0	10.0	0.0	0.0	-1542.0
1675.0	505.657373378	-400.0	400.0	202.0	1000.0	321.0	5.0	0.0	0.0	-1422.0
1676.0	748.613299773	-400.0	400.0	58.0	1000.0	647.0	54.0	0.0	0.0	-1104.0
1677.0	917.592351153	-400.0	400.0	6.0	744.0	1000.0	118.0	0.0	0.0	-837.0
1678.0	995.714374079	-400.0	400.0	0.0	155.0	1000.0	356.0	35.0	0.0	-367.0
1679.0	975.066537824	-400.0	400.0	0.0	69.0	484.0	881.0	31.0	0.0	66.0
1680.0	857.526656194	-237.0	237.0	0.0	0.0	102.0	994.0	119.0	0.0	513.0
1681.0	654.616798868	-42.0	42.0	0.0	0.0	0.0	529.0	515.0	0.0	993.0
1682.0	386.395468327	181.0	-181.0	0.0	0.0	0.0	118.0	1000.0	47.0	1394.0
1683.0	79.4925830755	394.0	-394.0	0.0	0.0	0.0	59.0	1000.0	52.0	1493.0
1684.0	-235.522086923	400.0	-400.0	0.0	0.0	0.0	59.0	1000.0	57.0	1498.0
1685.0	-527.178278822	400.0	-400.0	0.0	0.0	0.0	59.0	1000.0	47.0	1444.0
1686.0	-766.250828801	400.0	-400.0	0.0	0.0	0.0	232.0	908.0	0.0	1296.0
1687.0	-928.69697646	400.0	-400.0	0.0	0.0	0.0	589.0	428.0	4.0	920.0
1688.0	-998.089348006	400.0	-400.0	0.0	0.0	102.0	1000.0	123.0	0.0	517.0
1689.0	-967.296977175	400.0	-400.0	0.0	0.0	484.0	940.0	35.0	0.0	160.0
1690.0	-839.240452652	299.0	-299.0	6.0	170.0	1000.0	470.0	43.0	4.0	-318.0
1691.0	-626.639175954	92.0	-92.0	0.0	573.0	1000.0	172.0	0.0	0.0	-730.0
1692.0	-350.769689777	-113.0	113.0	58.0	1000.0	816.0	54.0	0.0	0.0	-1051.0
1693.0	-39.3539907026	-303.0	303.0	215.0	1000.0	387.0	10.0	0.0	0.0	-1393.0
1694.0	276.214441148	-400.0	400.0	411.0	1000.0	321.0	0.0	0.0	0.0	-1552.0
1695.0	564.030578496	-400.0	400.0	267.0	1000.0	428.0	0.0	0.0	0.0	-1406.0
1696.0	794.906232842	-400.0	400.0	58.0	1000.0	811.0	54.0	0.0	0.0	-1053.0
1697.0	945.340011402	-400.0	400.0	58.0	829.0	1000.0	167.0	0.0	0.0	-879.0
1698.0	999.925710434	-400.0	400.0	0.0	147.0	1000.0	518.0	31.0	0.0	-278.0
1699.0	952.950776883	-369.0	369.0	0.0	69.0	428.0	1000.0	75.0	0.0	187.0
1700.0	809.016994375	-186.0	186.0	0.0	0.0	102.0	1000.0	210.0	0.0	582.0
1701.0	582.61388246	0.0	0.0	0.0	0.0	0.0	459.0	599.0	47.0	1066.0
1702.0	296.681585025	230.0	-230.0	0.0	0.0	0.0	172.0	996.0	47.0	1352.0
1703.0	-19.6965121635	400.0	-400.0	0.0	0.0	0.0	59.0	1000.0	57.0	1498.0
1704.0	-334.241161803	400.0	-400.0	0.0	0.0	0.0	64.0	1000.0	52.0	1489.0
1705.0	-614.767109494	400.0	-400.0	0.0	0.0	0.0	113.0	1000.0	47.0	1398.0
1706.0	-832.480549157	400.0	-400.0	0.0	0.0	0.0	356.0	730.0	4.0	1172.0
1707.0	-964.945988223	400.0	-400.0	0.0	0.0	51.0	767.0	341.0	0.0	750.0
1708.0	-998.415723234	400.0	-400.0	0.0	0.0	209.0	1000.0	119.0	0.0	432.0
1709.0	-929.278343792	400.0	-400.0	6.0	85.0	765.0	816.0	43.0	4.0	-62.0
1710.0	-764.471531423	210.0	-210.0	0.0	317.0	1000.0	351.0	31.0	0.0	-480.0
1711.0	-520.809994152	12.0	-12.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1712.0	-223.290946516	-210.0	210.0	130.0	1000.0	755.0	54.0	0.0	0.0	-1122.0
1713.0	97.4543609831	-365.0	365.0	483.0	1000.0	489.0	0.0	0.0	0.0	-1497.0
1714.0	408.304969083	-400.0	400.0	607.0	1000.0	474.0	54.0	0.0	0.0	-1512.0
1715.0	677.068656251	-400.0	400.0	267.0	1000.0	806.0	54.0	0.0	0.0	-1196.0
1716.0	875.82192569	-400.0	400.0	65.0	1000.0	1000.0	178.0	0.0	0.0	-925.0
1717.0	983.824440201	-400.0	400.0	58.0	472.0	1000.0	394.0	31.0	0.0	-601.0
1718.0	989.702414231	-400.0	400.0	0.0	77.0	867.0	1000.0	79.0	0.0	34.0
1719.0	892.669217731	-257.0	257.0	0.0	0.0	219.0	1000.0	166.0	4.0	461.0
1720.0	702.649969799	-72.0	72.0	0.0	0.0	51.0	702.0	511.0	0.0	863.0
1721.0	439.290170594	126.0	-126.0	0.0	0.0	0.0	291.0	908.0	47.0	1257.0
1722.0	129.944756176	338.0	-338.0	6.0	7.0	5.0	124.0	1000.0	57.0	1443.0
1723.0	-193.148767641	400.0	-400.0	0.0	0.0	0.0	59.0	1000.0	52.0	1493.0
1724.0	-496.222564834	400.0	-400.0	0.0	0.0	0.0	118.0	1000.0	52.0	1443.0
1725.0	-747.508326863	400.0	-400.0	0.0	0.0	0.0	237.0	956.0	52.0	1351.0
1726.0	-920.575761553	400.0	-400.0	0.0	0.0	0.0	589.0	515.0	0.0	966.0
1727.0	-997.128053102	400.0	-400.0	0.0	0.0	102.0	1000.0	206.0	0.0	579.0
1728.0	-968.957075243	400.0	-400.0	0.0	0.0	484.0	1000.0	79.0	0.0	240.0
1729.0	-838.847330596	323.0	-323.0	0.0	155.0	1000.0	756.0	35.0	0.0	-186.0
1730.0	-620.326757977	130.0	-130.0	58.0	813.0	1000.0	340.0	35.0	0.0	-767.0
1731.0	-336.283404245	-129.0	129.0	124.0	1000.0	1000.0	108.0	0.0	0.0	-1011.0
1732.0	-16.5868485447	-298.0	298.0	823.0	1000.0	698.0	108.0	0.0	0.0	-1466.0
1733.0	305.0404917	-400.0	400.0	1000.0	1000.0	591.0	59.0	0.0	0.0	-1610.0
1734.0	594.575831591	-400.0	400.0	1000.0	1000.0	846.0	108.0	0.0	0.0	-1480.0
1735.0	821.298593454	-400.0	400.0	339.0	1000.0	1000.0	227.0	39.0	0.0	-1066.0
1736.0	961.061314164	-400.0	400.0	130.0	1000.0	1000.0	508.0	75.0	0.0	-722.0
1737.0	998.879491559	-400.0	400.0	0.0	232.0	1000.0	1000.0	115.0	0.0	-75.0
1738.0	930.560781903	-301.0	301.0	6.0	85.0	377.0	1000.0	250.0	4.0	326.0
1739.0	763.19412667	-131.0	131.0	0.0	0.0	107.0	994.0	555.0	0.0	770.0
1740.0	514.439533782	76.0	-76.0	0.0	0.0	0.0	405.0	992.0	47.0	1210.0
1741.0	210.686740185	299.0	-299.0	6.0	7.0	5.0	124.0	1000.0	57.0	1443.0
1742.0	-115.727709729	400.0	-400.0	0.0	0.0	0.0	113.0	1000.0	47.0	1398.0
1743.0	-429.953355465	400.0	-400.0	0.0	0.0	0.0	113.0	1000.0	47.0	1398.0
1744.0	-698.345331405	400.0	-400.0	0.0	0.0	0.0	232.0	1000.0	47.0	1311.0
1745.0	-892.073739835	400.0	-400.0	0.0	0.0	0.0	475.0	861.0	47.0	1144.0
1746.0	-990.235006053	400.0	-400.0	0.0	0.0	102.0	1000.0	507.0	0.0	751.0
1747.0	-982.127954917	400.0	-400.0	0.0	69.0	423.0	1000.0	242.0	0.0	316.0
1748.0	-868.444669199	355.0	-355.0	0.0	240.0	1000.0	1000.0	123.0	0.0	-75.0
1749.0	-661.241166084	175.0	-175.0	58.0	968.0	1000.0	859.0	115.0	43.0	-499.0
1750.0	-382.683432365	-34.0	34.0	392.0	1000.0	1000.0	610.0	111.0	38.0	-806.0
1751.0	-62.6964574474	-222.0	222.0	1000.0	1000.0	1000.0	448.0	79.0	0.0	-1179.0
1752.0	264.236660786	-400.0	400.0	1000.0	1000.0	1000.0	389.0	115.0	38.0	-1180.0
1753.0	562.784730129	-400.0	400.0	1000.0	1000.0	1000.0	383.0	111.0	33.0	-1186.0
1754.0	800.589161289	-400.0	400.0	1000.0	1000.0	1000.0	502.0	119.0	47.0	-1125.0
1755.0	951.781979795	-400.0	400.0	457.0	1000.0	1000.0	729.0	150.0	38.0	-766.0
1756.0	999.817583674	-400.0	400.0	65.0	1000.0	1000.0	1000.0	158.0	43.0	-443.0
1757.0	939.306401797	-400.0	400.0	6.0	325.0	1000.0	1000.0	250.0	52.0	6.0
1758.0	776.644858077	-231.0	231.0	0.0	69.0	321.0	1000.0	503.0	43.0	523.0
1759.0	529.365585319	-1.0	1.0	0.0	0.0	51.0	751.0	900.0	47.0	998.0
1760.0	224.270760949	231.0	-231.0	0.0	0.0	0.0	345.0	1000.0	47.0	1243.0
1761.0	-105.45531793	400.0	-400.0	0.0	0.0	0.0	172.0	1000.0	47.0	1353.0
1762.0	-423.845354816	400.0	-400.0	0.0	0.0	0.0	172.0	1000.0	47.0	1353.0
1763.0	-696.070703985	400.0	-400.0	0.0	0.0	0.0	232.0	1000.0	47.0	1311.0
1764.0	-892.258220433	400.0	-400.0	0.0	0.0	0.0	470.0	988.0	52.0	1223.0
1765.0	-990.783336772	400.0	-400.0	0.0	0.0	107.0	994.0	682.0	0.0	822.0
1766.0	-980.674802616	400.0	-400.0	0.0	69.0	367.0	1000.0	369.0	0.0	424.0
1767.0	-862.861444288	385.0	-385.0	0.0	240.0	1000.0	1000.0	206.0	0.0	-21.0
1768.0	-650.116685003	188.0	-188.0	58.0	1000.0	1000.0	967.0	115.0	0.0	-475.0
1769.0	-365.698891411	-32.0	32.0	660.0	1000.0	1000.0	718.0	150.0	38.0	-870.0
1770.0	-40.8293519785	-248.0	248.0	1000.0	1000.0	1000.0	670.0	198.0	47.0	-1000.0
1771.0	288.721005904	-386.0	386.0	1000.0	1000.0	1000.0	778.0	277.0	86.0	-841.0
1772.0	586.56461557	-400.0	400.0	1000.0	1000.0	1000.0	816.0	349.0	129.0	-756.0
1773.0	819.718255637	-400.0	400.0	1000.0	1000.0	1000.0	1000.0	396.0	138.0	-676.0
1774.0	962.26740042	-400.0	400.0	921.0	1000.0	1000.0	1000.0	515.0	129.0	-594.0
1775.0	998.265610185	-400.0	400.0	183.0	1000.0	1000.0	1000.0	646.0	133.0	-166.0
1776.0	923.542549188	-326.0	326.0	0.0	465.0	1000.0	1000.0	865.0	138.0	272.0
1777.0	746.213087145	-142.0	142.0	0.0	147.0	637.0	1000.0	1000.0	148.0	624.0
1778.0	485.822890033	41.0	-41.0	58.0	69.0	260.0	1000.0	1000.0	143.0	782.0
1779.0	171.217248648	183.0	-183.0	58.0	69.0	45.0	567.0	1000.0	196.0	1071.0
1780.0	-162.637165195	369.0	-369.0	0.0	0.0	0.0	291.0	1000.0	258.0	1478.0
1781.0	-478.529418596	400.0	-400.0	0.0	0.0	0.0	345.0	1000.0	200.0	1406.0
1782.0	-741.151519997	400.0	-400.0	0.0	0.0	45.0	572.0	1000.0	196.0	1287.0
1783.0	-921.053597777	400.0	-400.0	0.0	77.0	163.0	1000.0	1000.0	153.0	913.0
1784.0	-997.963100197	400.0	-400.0	0.0	69.0	469.0	1000.0	1000.0	191.0	783.0
1785.0	-963.092130747	400.0	-400.0	58.0	387.0	1000.0	1000.0	1000.0	234.0	369.0
1786.0	-820.167852881	356.0	-356.0	267.0	1000.0	1000.0	1000.0	1000.0	531.0	137.0
1787.0	-585.06242254	216.0	-216.0	1000.0	1000.0	1000.0	1000.0	1000.0	1000.0	0.0
1788.0	-284.055507402	85.0	-85.0	1000.0	1000.0	1000.0	1000.0	1000.0	1000.0	0.0
1789.0	49.0833633637	-14.0	14.0	1000.0	1000.0	1000.0	1000.0	1000.0	1000.0	0.0
1790.0	376.871010412	-112.0	112.0	1000.0	1000.0	1000.0	1000.0	1000.0	1000.0	0.0
1791.0	662.324575278	-198.0	198.0	1000.0	1000.0	1000.0	1000.0	1000.0	846.0	-66.0
1792.0	873.139967918	-281.0	281.0	1000.0	1000.0	1000.0	1000.0	1000.0	1000.0	0.0
1793.0	985.36211386	-295.0	295.0	1000.0	1000.0	1000.0	1000.0	1000.0	1000.0	0.0
1794.0	986.128451053	-295.0	295.0	1000.0	1000.0	1000.0	1000.0	1000.0	1000.0	0.0
1795.0	875.169143268	-262.0	262.0	1000.0	1000.0	1000.0	1000.0	1000.0	1000.0	0.0
1796.0	664.886257873	-199.0	199.0	1000.0	1000.0	1000.0	1000.0	1000.0	1000.0	0.0
1797.0	378.994280737	-113.0	113.0	1000.0	1000.0	1000.0	1000.0	1000.0	1000.0	0.0
1798.0	49.8677996559	-14.0	14.0	705.0	1000.0	913.0	1000.0	1000.0	1000.0	139.0
1799.0	-285.109599754	127.0	-127.0	326.0	550.0	413.0	502.0	658.0	1000.0	548.0
1800.0	-587.785252292	340.0	-340.0	124.0	302.0	198.0	216.0	329.0	612.0	712.0
1801.0	-823.58605781	400.0	-400.0	58.0	147.0	96.0	167.0	289.0	507.0	1084.0
1802.0	-965.479905161	400.0	-400.0	71.0	162.0	107.0	118.0	210.0	464.0	936.0
1803.0	-997.094647086	400.0	-400.0	58.0	69.0	45.0	54.0	123.0	200.0	2500.0
1804.0	-914.632563651	400.0	-400.0	0.0	77.0	0.0	0.0	39.0	52.0	2500.0
1805.0	-727.353679305	400.0	-400.0	6.0	7.0	5.0	0.0	3.0	0.0	2500.0
1806.0	-456.563845107	400.0	-400.0	0.0	0.0	0.0	0.0	0.0	0.0	2500.0
1807.0	-133.214746886	400.0	-400.0	0.0	0.0	0.0	0.0	0.0	0.0	2500.0
1808.0	205.616658064	400.0	-400.0	0.0	0.0	0.0	0.0	0.0	0.0	2500.0
1809.0	520.970898398	400.0	-400.0	0.0	0.0	0.0	0.0	0.0	0.0	2500.0
1810.0	776.486512687	400.0	-400.0	65.0	0.0	0.0	0.0	0.0	0.0	2500.0
1811.0	942.603033048	400.0	-400.0	137.0	0.0	0.0	0.0	0.0	0.0	2500.0
1812.0	999.999494676	400.0	-400.0	294.0	0.0	0.0	0.0	0.0	0.0	-2500.0
1813.0	941.866435968	-400.0	400.0	496.0	0.0	0.0	0.0	0.0	0.0	-2500.0
1814.0	774.741478489	-400.0	400.0	777.0	0.0	0.0	0.0	0.0	0.0	-2500.0
1815.0	517.803057783	-400.0	400.0	1000.0	0.0	0.0	0.0	0.0	0.0	-2500.0
1816.0	200.694937169	-400.0	400.0	1000.0	0.0	0.0	0.0	0.0	0.0	-2500.0
1817.0	-139.874773555	-400.0	400.0	1000.0	85.0	0.0	0.0	0.0	0.0	-2422.0
1818.0	-464.372208085	-400.0	400.0	1000.0	333.0	5.0	10.0	0.0	4.0	-2251.0
1819.0	-735.025844778	-400.0	400.0	411.0	1000.0	45.0	0.0	0.0	0.0	-1792.0
1820.0	-920.231847366	-261.0	261.0	58.0	1000.0	158.0	0.0	0.0	0.0	-1418.0
1821.0	-998.261909253	-125.0	125.0	0.0	581.0	770.0	5.0	0.0	4.0	-931.0
1822.0	-959.83663676	8.0	-8.0	0.0	155.0	1000.0	113.0	0.0	0.0	-534.0
1823.0	-809.256982536	82.0	-82.0	0.0	69.0	831.0	345.0	0.0	0.0	-279.0
1824.0	-563.952750519	85.0	-85.0	0.0	77.0	653.0	518.0	0.0	0.0	-147.0
1825.0	-252.491577015	31.0	-31.0	0.0	69.0	658.0	529.0	0.0	0.0	-134.0
1826.0	88.7274073371	-66.0	66.0	0.0	69.0	658.0	518.0	35.0	0.0	-140.0
1827.0	419.715070356	-167.0	167.0	0.0	69.0	709.0	518.0	0.0	0.0	-154.0
1828.0	701.576200785	-256.0	256.0	0.0	77.0	663.0	529.0	35.0	0.0	-144.0
1829.0	901.087617343	-313.0	313.0	0.0	0.0	484.0	708.0	35.0	0.0	93.0
1830.0	994.630811991	-270.0	270.0	0.0	0.0	321.0	994.0	35.0	0.0	255.0
1831.0	971.011754156	-214.0	214.0	0.0	0.0	163.0	1000.0	126.0	4.0	471.0
1832.0	832.828507375	-108.0	108.0	0.0	0.0	51.0	762.0	341.0	0.0	751.0
1833.0	596.216467848	46.0	-46.0	0.0	0.0	0.0	464.0	730.0	47.0	1111.0
1834.0	288.991696586	246.0	-246.0	6.0	7.0	5.0	302.0	1000.0	57.0	1319.0
1835.0	-52.5973950473	400.0	-400.0	0.0	0.0	0.0	286.0	1000.0	47.0	1277.0
1836.0	-388.133337989	400.0	-400.0	0.0	0.0	0.0	405.0	861.0	47.0	1180.0
1837.0	-677.80814132	400.0	-400.0	6.0	7.0	5.0	708.0	428.0	9.0	876.0
1838.0	-887.152630319	400.0	-400.0	0.0	0.0	158.0	1000.0	123.0	0.0	472.0
1839.0	-991.154032401	400.0	-400.0	0.0	77.0	484.0	756.0	35.0	0.0	15.0
1840.0	-977.268123568	297.0	-297.0	0.0	77.0	1000.0	232.0	0.0	0.0	-382.0
1841.0	-846.960503327	139.0	-139.0	0.0	418.0	943.0	54.0	0.0	0.0	-758.0
1842.0	-615.584453445	-42.0	42.0	58.0	1000.0	428.0	0.0	0.0	0.0	-1252.0
1843.0	-310.600116336	-282.0	282.0	58.0	1000.0	158.0	0.0	0.0	0.0	-1418.0
1844.0	31.6619614808	-400.0	400.0	0.0	1000.0	102.0	0.0	0.0	0.0	-1408.0
1845.0	370.314263041	-400.0	400.0	65.0	1000.0	102.0	0.0	0.0	0.0	-1469.0
1846.0	664.792388794	-400.0	400.0	65.0	1000.0	321.0	5.0	0.0	0.0	-1316.0
1847.0	879.71995335	-400.0	400.0	0.0	666.0	775.0	0.0	0.0	4.0	-963.0
1848.0	989.174205006	-400.0	400.0	0.0	147.0	1000.0	108.0	0.0	0.0	-532.0
1849.0	979.83622581	-400.0	400.0	0.0	77.0	709.0	464.0	35.0	0.0	-191.0
1850.0	852.640164354	-312.0	312.0	0.0	0.0	219.0	1000.0	83.0	0.0	395.0
1851.0	622.714039126	-68.0	68.0	0.0	0.0	51.0	708.0	384.0	0.0	791.0
1852.0	317.609185249	141.0	-141.0	0.0	0.0	0.0	232.0	1000.0	47.0	1311.0
1853.0	-25.9780484375	400.0	-400.0	6.0	7.0	5.0	70.0	1000.0	162.0	1574.0
1854.0	-366.605153077	400.0	-400.0	0.0	0.0	0.0	59.0	1000.0	263.0	1654.0
1855.0	-663.077435572	400.0	-400.0	0.0	0.0	0.0	64.0	1000.0	153.0	1573.0
1856.0	-879.435974133	400.0	-400.0	0.0	0.0	0.0	172.0	1000.0	47.0	1353.0
1857.0	-989.334962673	400.0	-400.0	0.0	0.0	0.0	589.0	555.0	0.0	985.0
1858.0	-979.273745701	400.0	-400.0	0.0	0.0	102.0	1000.0	119.0	0.0	513.0
1859.0	-850.284255079	400.0	-400.0	0.0	0.0	484.0	697.0	0.0	0.0	90.0
1860.0	-617.85961309	212.0	-212.0	0.0	155.0	1000.0	237.0	0.0	0.0	-442.0
1861.0	-310.122283263	-39.0	39.0	0.0	410.0	887.0	59.0	0.0	0.0	-759.0
1862.0	35.5553331734	-238.0	238.0	0.0	1000.0	377.0	0.0	0.0	0.0	-1227.0
1863.0	377.074697775	-400.0	400.0	65.0	1000.0	168.0	5.0	0.0	4.0	-1417.0
1864.0	672.733631338	-400.0	400.0	65.0	1000.0	214.0	5.0	0.0	0.0	-1384.0
1865.0	886.324839478	-400.0	400.0	0.0	1000.0	321.0	0.0	0.0	0.0	-1258.0
1866.0	991.586427543	-400.0	400.0	6.0	666.0	719.0	10.0	0.0	4.0	-981.0
1867.0	975.455437869	-400.0	400.0	0.0	240.0	1000.0	113.0	0.0	0.0	-594.0
1868.0	839.718444601	-400.0	400.0	0.0	69.0	709.0	459.0	0.0	0.0	-185.0
1869.0	600.847227862	-235.0	235.0	0.0	0.0	219.0	1000.0	39.0	0.0	320.0
1870.0	288.029136015	9.0	-9.0	0.0	0.0	45.0	762.0	297.0	0.0	780.0
1871.0	-60.3760852214	252.0	-252.0	0.0	0.0	0.0	291.0	992.0	47.0	1273.0
1872.0	-401.525826968	400.0	-400.0	0.0	0.0	0.0	118.0	1000.0	100.0	1485.0
1873.0	-693.359068691	400.0	-400.0	0.0	0.0	0.0	118.0	1000.0	100.0	1485.0
1874.0	-899.789410658	400.0	-400.0	0.0	0.0	0.0	172.0	1000.0	47.0	1353.0
1875.0	-995.184726672	400.0	-400.0	0.0	0.0	0.0	405.0	773.0	47.0	1156.0
1876.0	-967.575291292	400.0	-400.0	0.0	0.0	45.0	881.0	210.0	0.0	692.0
1877.0	-820.185826249	400.0	-400.0	0.0	0.0	321.0	945.0	35.0	0.0	246.0
1878.0	-571.091865482	245.0	-245.0	0.0	77.0	821.0	405.0	0.0	0.0	-249.0
1879.0	-251.032185435	0.0	0.0	0.0	248.0	1000.0	118.0	0.0	0.0	-596.0
1880.0	100.361714851	-208.0	208.0	0.0	751.0	663.0	0.0	0.0	0.0	-1032.0
1881.0	439.459496875	-400.0	400.0	0.0	1000.0	265.0	0.0	0.0	0.0	-1291.0
1882.0	724.046673739	-400.0	400.0	6.0	1000.0	280.0	10.0	3.0	4.0	-1282.0
1883.0	918.588535547	-400.0	400.0	0.0	1000.0	438.0	0.0	0.0	0.0	-1196.0
1884.0	998.685940831	-400.0	400.0	0.0	573.0	831.0	0.0	0.0	0.0	-909.0
1885.0	954.16200712	-400.0	400.0	6.0	170.0	1000.0	124.0	0.0	4.0	-536.0
1886.0	790.386016737	-397.0	397.0	0.0	69.0	658.0	524.0	35.0	0.0	-137.0
1887.0	527.658719474	-199.0	199.0	0.0	0.0	209.0	1000.0	75.0	0.0	395.0
1888.0	198.724822023	58.0	-58.0	0.0	0.0	51.0	756.0	333.0	0.0	747.0
1889.0	-155.286281275	270.0	-270.0	0.0	0.0	0.0	297.0	952.0	47.0	1262.0
1890.0	-489.991151644	400.0	-400.0	0.0	0.0	0.0	172.0	1000.0	47.0	1353.0
1891.0	-763.315913149	400.0	-400.0	0.0	0.0	0.0	113.0	1000.0	100.0	1489.0
1892.0	-940.795605115	400.0	-400.0	0.0	0.0	0.0	237.0	1000.0	52.0	1356.0
1893.0	-999.940581129	400.0	-400.0	0.0	0.0	0.0	524.0	603.0	0.0	1035.0
1894.0	-933.114289813	400.0	-400.0	0.0	0.0	102.0	994.0	166.0	0.0	550.0
1895.0	-748.550809522	389.0	-389.0	0.0	0.0	387.0	827.0	43.0	4.0	181.0
1896.0	-469.372933665	195.0	-195.0	0.0	77.0	887.0	345.0	0.0	0.0	-296.0
1897.0	-130.723454975	-49.0	49.0	0.0	325.0	1000.0	59.0	0.0	0.0	-693.0
1898.0	224.638132979	-275.0	275.0	6.0	914.0	545.0	10.0	0.0	4.0	-1127.0
1899.0	551.724478219	-400.0	400.0	0.0	1000.0	214.0	5.0	0.0	0.0	-1324.0
1900.0	809.016994375	-400.0	400.0	58.0	1000.0	265.0	0.0	0.0	0.0	-1344.0
1901.0	963.74882893	-400.0	400.0	6.0	1000.0	387.0	10.0	3.0	4.0	-1221.0
