n	R (ref)	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
504.0	-929.220310216	43.0	-43.0	0.0	488.0	1000.0	59.0	0.0	0.0	-778.0
505.0	-889.934361986	33.0	-33.0	0.0	496.0	1000.0	59.0	0.0	0.0	-782.0
506.0	-842.505051598	18.0	-18.0	6.0	503.0	1000.0	64.0	0.0	4.0	-781.0
507.0	-787.316105227	1.0	-1.0	0.0	496.0	1000.0	59.0	0.0	0.0	-782.0
508.0	-724.826300489	-17.0	17.0	0.0	488.0	1000.0	54.0	0.0	0.0	-782.0
509.0	-655.566250208	-37.0	37.0	6.0	503.0	1000.0	70.0	3.0	4.0	-776.0
510.0	-580.134454392	-58.0	58.0	0.0	503.0	1000.0	59.0	0.0	0.0	-785.0
511.0	-499.192642241	-85.0	85.0	0.0	403.0	1000.0	54.0	0.0	0.0	-740.0
512.0	-413.46043344	-97.0	97.0	0.0	403.0	1000.0	54.0	0.0	0.0	-740.0
513.0	-323.70935533	-124.0	124.0	0.0	317.0	1000.0	113.0	0.0	0.0	-643.0
514.0	-230.756259792	-123.0	123.0	0.0	240.0	1000.0	113.0	0.0	0.0	-594.0
515.0	-135.456190608	-137.0	137.0	0.0	155.0	1000.0	172.0	0.0	0.0	-488.0
516.0	-38.6947588041	-134.0	134.0	0.0	155.0	1000.0	178.0	0.0	0.0	-483.0
517.0	58.6199102819	-162.0	162.0	0.0	77.0	1000.0	286.0	0.0	0.0	-347.0
518.0	155.565588588	-150.0	150.0	0.0	69.0	877.0	345.0	0.0	0.0	-287.0
519.0	251.214640668	-161.0	161.0	0.0	77.0	719.0	470.0	0.0	4.0	-190.0
520.0	344.642923175	-160.0	160.0	0.0	77.0	545.0	643.0	35.0	0.0	-53.0
521.0	434.938804844	-146.0	146.0	0.0	0.0	377.0	816.0	35.0	0.0	183.0
522.0	521.212220057	-101.0	101.0	6.0	7.0	275.0	945.0	43.0	4.0	274.0
523.0	602.603666545	-98.0	98.0	0.0	0.0	158.0	1000.0	79.0	0.0	436.0
524.0	678.293056161	-72.0	72.0	0.0	0.0	102.0	1000.0	79.0	0.0	480.0
525.0	747.508326863	-80.0	80.0	6.0	7.0	112.0	1000.0	87.0	4.0	479.0
526.0	809.533724221	-99.0	99.0	0.0	0.0	102.0	945.0	119.0	0.0	514.0
527.0	863.717661885	-104.0	104.0	0.0	0.0	51.0	945.0	123.0	0.0	564.0
528.0	909.480072496	-103.0	103.0	0.0	0.0	51.0	875.0	162.0	0.0	602.0
529.0	946.319163644	-103.0	103.0	0.0	0.0	51.0	827.0	214.0	0.0	649.0
530.0	973.817497477	-97.0	97.0	0.0	0.0	51.0	767.0	250.0	0.0	686.0
531.0	991.647317596	-91.0	91.0	0.0	0.0	0.0	697.0	289.0	0.0	793.0
532.0	999.57505283	-61.0	61.0	0.0	0.0	0.0	648.0	341.0	0.0	844.0
533.0	997.464934351	-45.0	45.0	0.0	0.0	0.0	583.0	380.0	0.0	894.0
534.0	985.28167031	-27.0	27.0	0.0	0.0	0.0	524.0	424.0	0.0	947.0
535.0	963.092130747	-4.0	4.0	0.0	0.0	0.0	529.0	428.0	4.0	947.0
536.0	931.066004781	4.0	-4.0	0.0	0.0	0.0	529.0	428.0	0.0	947.0
537.0	889.475402065	17.0	-17.0	0.0	0.0	0.0	524.0	424.0	0.0	947.0
538.0	838.693380996	32.0	-32.0	6.0	7.0	5.0	529.0	428.0	4.0	947.0
539.0	779.191397204	50.0	-50.0	0.0	0.0	0.0	589.0	428.0	0.0	920.0
540.0	711.535677209	62.0	-62.0	0.0	0.0	0.0	578.0	420.0	0.0	920.0
541.0	636.382533792	84.0	-84.0	0.0	0.0	0.0	583.0	380.0	4.0	894.0
542.0	554.472651408	101.0	-101.0	0.0	0.0	0.0	648.0	341.0	0.0	844.0
543.0	466.624381788	113.0	-113.0	0.0	0.0	0.0	702.0	293.0	0.0	794.0
544.0	373.726101539	126.0	-126.0	0.0	0.0	51.0	762.0	210.0	0.0	655.0
545.0	276.727695011	113.0	-113.0	0.0	0.0	45.0	886.0	170.0	0.0	660.0
546.0	176.631236756	144.0	-144.0	0.0	0.0	51.0	886.0	123.0	0.0	567.0
547.0	74.4809584204	147.0	-147.0	0.0	0.0	102.0	994.0	123.0	0.0	517.0
548.0	-28.6474051904	163.0	-163.0	0.0	0.0	163.0	1000.0	83.0	0.0	435.0
549.0	-131.657787051	169.0	-169.0	0.0	0.0	214.0	1000.0	39.0	0.0	323.0
550.0	-233.445363856	166.0	-166.0	0.0	0.0	321.0	875.0	35.0	0.0	231.0
551.0	-332.908417809	168.0	-168.0	0.0	0.0	438.0	762.0	0.0	4.0	135.0
552.0	-428.960359116	168.0	-168.0	0.0	77.0	602.0	583.0	0.0	0.0	-100.0
553.0	-520.541779291	126.0	-126.0	0.0	69.0	821.0	405.0	0.0	0.0	-241.0
554.0	-606.632401978	109.0	-109.0	6.0	85.0	1000.0	297.0	0.0	4.0	-347.0
555.0	-686.26279602	101.0	-101.0	0.0	155.0	1000.0	227.0	0.0	0.0	-448.0
556.0	-758.525715019	93.0	-93.0	0.0	155.0	1000.0	172.0	0.0	0.0	-488.0
557.0	-822.586928675	100.0	-100.0	0.0	248.0	1000.0	118.0	0.0	0.0	-596.0
558.0	-877.695413835	84.0	-84.0	0.0	240.0	1000.0	113.0	0.0	0.0	-594.0
559.0	-923.192777394	98.0	-98.0	0.0	325.0	1000.0	113.0	0.0	0.0	-648.0
560.0	-958.521789017	93.0	-93.0	0.0	325.0	1000.0	113.0	0.0	0.0	-648.0
561.0	-983.233909015	100.0	-100.0	0.0	325.0	1000.0	113.0	0.0	0.0	-648.0
562.0	-996.99570564	104.0	-104.0	0.0	403.0	1000.0	113.0	0.0	0.0	-692.0
563.0	-999.594066457	92.0	-92.0	0.0	410.0	1000.0	59.0	0.0	0.0	-739.0
564.0	-990.940120213	75.0	-75.0	0.0	418.0	1000.0	59.0	0.0	0.0	-744.0
565.0	-971.071798717	68.0	-68.0	0.0	488.0	1000.0	54.0	0.0	0.0	-782.0
566.0	-940.154982492	47.0	-47.0	0.0	488.0	1000.0	54.0	0.0	0.0	-782.0
567.0	-898.483189268	34.0	-34.0	0.0	503.0	1000.0	59.0	0.0	4.0	-785.0
568.0	-846.47578055	18.0	-18.0	0.0	488.0	1000.0	59.0	0.0	0.0	-778.0
569.0	-784.674678435	1.0	-1.0	0.0	488.0	1000.0	54.0	0.0	0.0	-782.0
570.0	-713.739602276	-20.0	20.0	6.0	496.0	1000.0	64.0	0.0	4.0	-777.0
571.0	-634.441852591	-42.0	42.0	0.0	488.0	1000.0	59.0	0.0	0.0	-778.0
572.0	-547.656687547	-69.0	69.0	0.0	488.0	1000.0	54.0	0.0	0.0	-782.0
573.0	-454.354355209	-98.0	98.0	6.0	418.0	1000.0	64.0	0.0	4.0	-739.0
574.0	-355.589862264	-114.0	114.0	0.0	403.0	1000.0	108.0	0.0	0.0	-696.0
575.0	-252.491577015	-132.0	132.0	0.0	240.0	1000.0	113.0	0.0	0.0	-594.0
576.0	-146.248780681	-134.0	134.0	0.0	232.0	1000.0	167.0	0.0	0.0	-547.0
577.0	-38.0982963759	-152.0	152.0	0.0	155.0	1000.0	227.0	0.0	0.0	-448.0
578.0	70.6896607409	-155.0	155.0	0.0	155.0	1000.0	286.0	0.0	0.0	-410.0
579.0	178.82625591	-176.0	176.0	0.0	69.0	877.0	345.0	0.0	0.0	-287.0
580.0	285.01926247	-171.0	171.0	0.0	77.0	663.0	529.0	0.0	0.0	-144.0
581.0	387.988568104	-159.0	159.0	0.0	0.0	484.0	702.0	35.0	0.0	91.0
582.0	486.481775537	-118.0	118.0	0.0	0.0	321.0	875.0	35.0	0.0	231.0
583.0	579.289708309	-104.0	104.0	0.0	0.0	224.0	951.0	43.0	4.0	309.0
584.0	665.261629178	-106.0	106.0	0.0	0.0	158.0	1000.0	79.0	0.0	436.0
585.0	743.319977991	-92.0	92.0	0.0	0.0	102.0	945.0	79.0	0.0	479.0
586.0	812.474437552	-99.0	99.0	6.0	7.0	56.0	945.0	126.0	4.0	562.0
587.0	871.835140141	-92.0	92.0	0.0	0.0	51.0	886.0	123.0	0.0	567.0
588.0	920.624834008	-105.0	105.0	0.0	0.0	51.0	821.0	166.0	0.0	610.0
589.0	958.189838203	-104.0	104.0	6.0	7.0	61.0	767.0	214.0	4.0	646.0
590.0	984.009625651	-101.0	101.0	0.0	0.0	0.0	708.0	257.0	0.0	766.0
591.0	997.704888208	-69.0	69.0	0.0	0.0	0.0	643.0	337.0	0.0	843.0
592.0	999.043953519	-46.0	46.0	0.0	0.0	0.0	583.0	380.0	0.0	894.0
593.0	987.947441639	-27.0	27.0	0.0	0.0	0.0	529.0	384.0	0.0	920.0
594.0	964.491069464	-13.0	13.0	0.0	0.0	0.0	524.0	424.0	0.0	947.0
595.0	928.906532751	5.0	-5.0	0.0	0.0	0.0	518.0	420.0	0.0	947.0
596.0	881.580418751	19.0	-19.0	0.0	0.0	0.0	529.0	428.0	0.0	947.0
597.0	823.051126873	36.0	-36.0	0.0	0.0	0.0	524.0	428.0	0.0	949.0
598.0	754.003800146	58.0	-58.0	0.0	0.0	0.0	518.0	376.0	0.0	920.0
599.0	675.263296148	73.0	-73.0	0.0	0.0	0.0	589.0	384.0	4.0	894.0
600.0	587.785252292	91.0	-91.0	0.0	0.0	0.0	589.0	341.0	0.0	866.0
601.0	492.645326473	111.0	-111.0	0.0	0.0	0.0	643.0	293.0	0.0	813.0
602.0	391.026719801	126.0	-126.0	0.0	0.0	0.0	708.0	253.0	4.0	763.0
603.0	284.20611308	143.0	-143.0	0.0	0.0	45.0	827.0	206.0	0.0	699.0
604.0	173.538172502	157.0	-157.0	0.0	0.0	51.0	886.0	166.0	0.0	604.0
605.0	60.4388023311	162.0	-162.0	0.0	0.0	107.0	945.0	83.0	0.0	478.0
606.0	-53.6326571351	159.0	-159.0	0.0	0.0	153.0	1000.0	75.0	0.0	436.0
607.0	-167.192069712	180.0	-180.0	0.0	0.0	209.0	945.0	35.0	0.0	318.0
608.0	-278.749749103	178.0	-178.0	0.0	0.0	321.0	881.0	35.0	0.0	232.0
609.0	-386.830064692	185.0	-185.0	0.0	0.0	489.0	702.0	35.0	0.0	89.0
610.0	-489.991151644	173.0	-173.0	0.0	77.0	663.0	518.0	0.0	0.0	-150.0
611.0	-586.844462729	130.0	-130.0	0.0	69.0	877.0	345.0	0.0	0.0	-287.0
612.0	-676.073895788	116.0	-116.0	0.0	155.0	1000.0	237.0	0.0	0.0	-442.0
613.0	-756.454230908	94.0	-94.0	0.0	155.0	1000.0	172.0	0.0	0.0	-488.0
614.0	-826.868615065	101.0	-101.0	0.0	240.0	1000.0	113.0	0.0	0.0	-594.0
615.0	-886.324839478	87.0	-87.0	0.0	333.0	1000.0	118.0	0.0	0.0	-649.0
616.0	-933.970166078	85.0	-85.0	0.0	410.0	1000.0	113.0	0.0	0.0	-696.0
617.0	-969.104474262	81.0	-81.0	0.0	488.0	1000.0	54.0	0.0	0.0	-782.0
618.0	-991.191517504	62.0	-62.0	6.0	503.0	1000.0	64.0	0.0	4.0	-781.0
619.0	-999.868101065	65.0	-65.0	0.0	488.0	1000.0	59.0	0.0	0.0	-778.0
620.0	-994.951016981	64.0	-64.0	0.0	573.0	1000.0	54.0	0.0	0.0	-819.0
621.0	-976.441600293	47.0	-47.0	6.0	589.0	1000.0	64.0	0.0	4.0	-818.0
622.0	-944.527800856	37.0	-37.0	0.0	581.0	1000.0	54.0	0.0	0.0	-823.0
623.0	-899.583697711	22.0	-22.0	0.0	573.0	1000.0	59.0	0.0	0.0	-815.0
624.0	-842.166417386	8.0	-8.0	0.0	565.0	1000.0	54.0	0.0	0.0	-816.0
625.0	-773.010453363	-12.0	12.0	0.0	581.0	1000.0	54.0	0.0	0.0	-823.0
626.0	-693.019420617	-38.0	38.0	0.0	573.0	1000.0	59.0	0.0	0.0	-815.0
627.0	-603.255316266	-63.0	63.0	0.0	488.0	1000.0	59.0	0.0	0.0	-778.0
628.0	-504.925394355	-81.0	81.0	0.0	503.0	1000.0	59.0	0.0	0.0	-785.0
629.0	-399.366799093	-115.0	115.0	0.0	488.0	1000.0	113.0	0.0	0.0	-735.0
630.0	-288.029136015	-133.0	133.0	0.0	403.0	1000.0	113.0	0.0	0.0	-692.0
631.0	-172.455193812	-155.0	155.0	0.0	255.0	1000.0	124.0	0.0	4.0	-595.0
632.0	-54.2600607199	-162.0	162.0	0.0	240.0	1000.0	172.0	0.0	0.0	-549.0
633.0	64.8910924861	-183.0	183.0	0.0	155.0	1000.0	227.0	0.0	0.0	-448.0
634.0	183.306265822	-189.0	189.0	6.0	85.0	943.0	356.0	0.0	4.0	-305.0
635.0	299.290601539	-181.0	181.0	0.0	69.0	658.0	524.0	35.0	0.0	-137.0
636.0	411.17073843	-164.0	164.0	0.0	69.0	484.0	751.0	35.0	0.0	23.0
637.0	517.319201251	-148.0	148.0	6.0	7.0	275.0	945.0	43.0	4.0	274.0
638.0	616.17846989	-102.0	102.0	0.0	0.0	158.0	1000.0	79.0	0.0	436.0
639.0	706.284370325	-81.0	81.0	0.0	0.0	102.0	951.0	79.0	0.0	479.0
640.0	786.288432137	-92.0	92.0	0.0	0.0	51.0	881.0	123.0	0.0	568.0
641.0	854.978865373	-85.0	85.0	0.0	0.0	51.0	827.0	170.0	0.0	613.0
642.0	911.299823013	-89.0	89.0	0.0	0.0	51.0	767.0	206.0	0.0	651.0
643.0	954.368634021	-90.0	90.0	0.0	0.0	45.0	697.0	206.0	0.0	728.0
644.0	983.490715911	-76.0	76.0	0.0	0.0	0.0	654.0	257.0	0.0	782.0
645.0	998.17190462	-64.0	64.0	0.0	0.0	0.0	654.0	293.0	0.0	809.0
646.0	998.127973008	-56.0	56.0	0.0	0.0	0.0	583.0	337.0	0.0	866.0
647.0	983.291147054	-35.0	35.0	0.0	0.0	0.0	589.0	341.0	4.0	866.0
648.0	953.813470403	-26.0	26.0	0.0	0.0	0.0	589.0	341.0	0.0	866.0
649.0	910.066912665	-13.0	13.0	0.0	0.0	0.0	583.0	337.0	0.0	866.0
650.0	852.640164354	3.0	-3.0	6.0	7.0	5.0	589.0	341.0	4.0	866.0
651.0	782.332110736	24.0	-24.0	0.0	0.0	0.0	589.0	341.0	0.0	866.0
652.0	700.142027527	49.0	-49.0	0.0	0.0	0.0	583.0	337.0	0.0	866.0
653.0	607.256592585	77.0	-77.0	6.0	7.0	5.0	589.0	341.0	4.0	866.0
654.0	505.033858628	108.0	-108.0	0.0	0.0	0.0	589.0	297.0	0.0	835.0
655.0	394.98438183	132.0	-132.0	0.0	0.0	51.0	702.0	250.0	0.0	698.0
656.0	278.749749103	125.0	-125.0	0.0	0.0	0.0	762.0	206.0	0.0	712.0
657.0	158.078792084	165.0	-165.0	0.0	0.0	51.0	827.0	170.0	0.0	613.0
658.0	34.8018176375	173.0	-173.0	0.0	0.0	45.0	945.0	119.0	0.0	611.0
659.0	-89.1967777743	210.0	-210.0	0.0	0.0	102.0	1000.0	79.0	0.0	480.0
660.0	-212.007109922	207.0	-207.0	0.0	0.0	219.0	1000.0	35.0	0.0	320.0
661.0	-331.723197834	195.0	-195.0	0.0	0.0	321.0	886.0	35.0	0.0	234.0
662.0	-446.472696155	204.0	-204.0	0.0	77.0	540.0	637.0	35.0	0.0	-54.0
663.0	-554.446506739	150.0	-150.0	0.0	69.0	826.0	410.0	0.0	4.0	-239.0
664.0	-653.927800157	124.0	-124.0	0.0	155.0	1000.0	291.0	0.0	0.0	-406.0
665.0	-743.319977991	101.0	-101.0	0.0	232.0	1000.0	167.0	0.0	0.0	-547.0
666.0	-821.173114407	82.0	-82.0	6.0	333.0	1000.0	124.0	0.0	4.0	-644.0
667.0	-886.208430807	72.0	-72.0	0.0	410.0	1000.0	113.0	0.0	0.0	-696.0
668.0	-937.340380142	72.0	-72.0	0.0	488.0	1000.0	54.0	0.0	0.0	-782.0
669.0	-973.695947648	57.0	-57.0	6.0	581.0	1000.0	64.0	0.0	4.0	-815.0
670.0	-994.630811991	53.0	-53.0	0.0	581.0	1000.0	54.0	0.0	0.0	-823.0
671.0	-999.742054668	52.0	-52.0	0.0	573.0	1000.0	59.0	0.0	0.0	-815.0
672.0	-988.877155428	51.0	-51.0	0.0	573.0	1000.0	59.0	0.0	0.0	-815.0
673.0	-962.139066845	44.0	-44.0	0.0	589.0	1000.0	59.0	0.0	0.0	-822.0
674.0	-919.887221125	29.0	-29.0	0.0	573.0	1000.0	59.0	0.0	0.0	-815.0
675.0	-862.734385978	14.0	-14.0	0.0	573.0	1000.0	59.0	0.0	0.0	-815.0
676.0	-791.539352913	-6.0	6.0	0.0	581.0	1000.0	54.0	0.0	0.0	-823.0
677.0	-707.395509598	-34.0	34.0	0.0	565.0	1000.0	54.0	0.0	0.0	-816.0
678.0	-611.615416888	-61.0	61.0	0.0	573.0	1000.0	54.0	0.0	0.0	-819.0
679.0	-505.71157958	-93.0	93.0	0.0	589.0	1000.0	59.0	0.0	4.0	-822.0
680.0	-391.373666837	-129.0	129.0	0.0	488.0	1000.0	113.0	0.0	0.0	-735.0
681.0	-270.442502213	-139.0	139.0	0.0	403.0	1000.0	108.0	0.0	0.0	-696.0
682.0	-144.881203342	-165.0	165.0	6.0	255.0	1000.0	124.0	0.0	4.0	-595.0
683.0	-16.7439063624	-173.0	173.0	0.0	232.0	1000.0	227.0	0.0	0.0	-504.0
684.0	111.857440975	-184.0	184.0	0.0	155.0	1000.0	286.0	0.0	0.0	-410.0
685.0	238.787691761	-194.0	194.0	6.0	93.0	831.0	416.0	3.0	4.0	-259.0
686.0	361.923958438	-186.0	186.0	0.0	77.0	663.0	589.0	35.0	0.0	-115.0
687.0	479.191332843	-178.0	178.0	0.0	0.0	433.0	886.0	35.0	0.0	171.0
688.0	588.598267724	-125.0	125.0	0.0	0.0	214.0	1000.0	39.0	0.0	323.0
689.0	688.271013998	-109.0	109.0	0.0	0.0	107.0	1000.0	79.0	0.0	476.0
690.0	776.486512687	-90.0	90.0	0.0	0.0	51.0	891.0	123.0	0.0	567.0
691.0	851.70315554	-85.0	85.0	0.0	0.0	51.0	821.0	166.0	0.0	610.0
692.0	912.588853865	-90.0	90.0	0.0	0.0	51.0	767.0	214.0	0.0	657.0
693.0	958.045890904	-90.0	90.0	0.0	0.0	0.0	713.0	250.0	0.0	759.0
694.0	987.232078738	-68.0	68.0	0.0	0.0	0.0	643.0	293.0	0.0	813.0
695.0	999.577795699	-55.0	55.0	0.0	0.0	0.0	589.0	341.0	4.0	866.0
696.0	994.798543901	-38.0	38.0	0.0	0.0	0.0	589.0	341.0	0.0	866.0
697.0	972.902737709	-31.0	31.0	0.0	0.0	0.0	583.0	337.0	0.0	866.0
698.0	934.194511953	-20.0	20.0	0.0	0.0	0.0	529.0	341.0	4.0	891.0
699.0	879.271421892	3.0	-3.0	0.0	0.0	0.0	529.0	341.0	0.0	891.0
700.0	809.016994375	24.0	-24.0	0.0	0.0	0.0	583.0	337.0	0.0	866.0
701.0	724.588179522	42.0	-42.0	0.0	0.0	0.0	589.0	341.0	4.0	866.0
702.0	627.397843319	71.0	-71.0	0.0	0.0	0.0	589.0	341.0	0.0	866.0
703.0	519.092531945	103.0	-103.0	0.0	0.0	0.0	578.0	333.0	0.0	865.0
704.0	401.525826968	138.0	-138.0	0.0	0.0	0.0	643.0	250.0	0.0	779.0
705.0	276.727695011	150.0	-150.0	0.0	0.0	45.0	708.0	210.0	0.0	728.0
706.0	146.870314523	174.0	-174.0	0.0	0.0	51.0	832.0	166.0	0.0	609.0
707.0	14.2309343367	178.0	-178.0	0.0	0.0	102.0	935.0	123.0	0.0	518.0
708.0	-118.84761772	190.0	-190.0	0.0	0.0	107.0	1000.0	87.0	0.0	483.0
709.0	-249.998104161	219.0	-219.0	0.0	0.0	214.0	1000.0	35.0	0.0	323.0
710.0	-376.871010412	209.0	-209.0	0.0	0.0	377.0	816.0	35.0	0.0	183.0
711.0	-497.176895316	204.0	-204.0	0.0	77.0	602.0	643.0	43.0	4.0	-72.0
712.0	-608.728196568	160.0	-160.0	0.0	69.0	882.0	400.0	0.0	0.0	-255.0
713.0	-709.479724035	136.0	-136.0	0.0	155.0	1000.0	227.0	0.0	0.0	-448.0
714.0	-797.56708377	104.0	-104.0	0.0	248.0	1000.0	178.0	0.0	0.0	-550.0
715.0	-871.342299565	96.0	-96.0	0.0	410.0	1000.0	113.0	0.0	0.0	-696.0
716.0	-929.405936948	69.0	-69.0	0.0	573.0	1000.0	113.0	0.0	0.0	-773.0
717.0	-970.635086192	59.0	-59.0	6.0	666.0	1000.0	64.0	0.0	4.0	-848.0
718.0	-994.206625656	43.0	-43.0	0.0	751.0	994.0	59.0	0.0	0.0	-884.0
719.0	-999.615263574	34.0	-34.0	0.0	744.0	1000.0	59.0	0.0	0.0	-880.0
720.0	-986.685944208	31.0	-31.0	0.0	736.0	1000.0	59.0	0.0	0.0	-878.0
721.0	-955.580301673	23.0	-23.0	0.0	751.0	1000.0	59.0	0.0	0.0	-883.0
722.0	-906.796950042	6.0	-6.0	0.0	736.0	1000.0	59.0	0.0	0.0	-878.0
723.0	-841.16550989	-10.0	10.0	0.0	736.0	1000.0	54.0	0.0	0.0	-882.0
724.0	-759.834387141	-36.0	36.0	0.0	744.0	1000.0	54.0	0.0	0.0	-884.0
725.0	-664.252437911	-65.0	65.0	0.0	736.0	1000.0	54.0	0.0	0.0	-882.0
726.0	-556.144770821	-97.0	97.0	0.0	651.0	1000.0	54.0	0.0	0.0	-851.0
727.0	-437.483053627	-123.0	123.0	0.0	581.0	1000.0	54.0	0.0	4.0	-823.0
728.0	-310.450801925	-153.0	153.0	0.0	488.0	1000.0	113.0	0.0	0.0	-735.0
729.0	-177.404231624	-167.0	167.0	0.0	403.0	1000.0	113.0	0.0	0.0	-692.0
730.0	-40.8293519785	-195.0	195.0	6.0	248.0	1000.0	178.0	0.0	0.0	-550.0
731.0	96.7039400757	-193.0	193.0	0.0	147.0	1000.0	286.0	0.0	0.0	-404.0
732.0	232.589932393	-190.0	190.0	0.0	77.0	943.0	405.0	0.0	0.0	-270.0
733.0	364.236448531	-190.0	190.0	6.0	85.0	714.0	643.0	43.0	4.0	-114.0
734.0	489.114548214	-180.0	180.0	0.0	0.0	433.0	821.0	35.0	0.0	154.0
735.0	604.807625186	-135.0	135.0	0.0	0.0	265.0	1000.0	79.0	0.0	361.0
736.0	709.058944975	-104.0	104.0	0.0	0.0	158.0	994.0	79.0	0.0	435.0
737.0	799.816678453	-109.0	109.0	0.0	0.0	102.0	945.0	123.0	0.0	517.0
738.0	875.275519038	-107.0	107.0	0.0	0.0	51.0	886.0	166.0	0.0	604.0
739.0	933.914021994	-98.0	98.0	0.0	0.0	51.0	762.0	206.0	0.0	652.0
740.0	974.526872787	-96.0	96.0	0.0	0.0	51.0	708.0	257.0	0.0	702.0
741.0	996.25137704	-88.0	88.0	0.0	0.0	51.0	648.0	333.0	0.0	773.0
742.0	998.587565864	-67.0	67.0	0.0	0.0	0.0	578.0	376.0	0.0	894.0
743.0	981.411425722	-26.0	26.0	0.0	0.0	0.0	529.0	428.0	4.0	947.0
744.0	944.98088941	0.0	0.0	0.0	0.0	0.0	529.0	428.0	0.0	947.0
745.0	889.934361986	17.0	-17.0	0.0	0.0	0.0	518.0	420.0	0.0	947.0
746.0	817.281700043	38.0	-38.0	6.0	7.0	5.0	529.0	428.0	9.0	947.0
747.0	728.387711844	65.0	-65.0	0.0	0.0	0.0	529.0	428.0	0.0	947.0
748.0	624.94839658	96.0	-96.0	0.0	0.0	0.0	518.0	420.0	0.0	947.0
749.0	508.960290465	131.0	-131.0	6.0	7.0	5.0	594.0	345.0	9.0	867.0
750.0	382.683432365	145.0	-145.0	0.0	0.0	51.0	648.0	301.0	0.0	750.0
751.0	248.598599248	150.0	-150.0	0.0	0.0	51.0	762.0	206.0	0.0	652.0
752.0	109.35958885	162.0	-162.0	0.0	0.0	51.0	875.0	162.0	0.0	602.0
753.0	-32.2585591427	190.0	-190.0	0.0	0.0	102.0	945.0	119.0	0.0	514.0
754.0	-173.414414103	206.0	-206.0	0.0	0.0	158.0	1000.0	79.0	0.0	436.0
755.0	-311.257008648	224.0	-224.0	0.0	0.0	265.0	994.0	35.0	0.0	289.0
756.0	-442.983567525	219.0	-219.0	0.0	77.0	438.0	821.0	35.0	0.0	56.0
757.0	-565.896945322	186.0	-186.0	0.0	77.0	714.0	578.0	35.0	0.0	-135.0
758.0	-677.461592942	162.0	-162.0	0.0	69.0	994.0	405.0	0.0	0.0	-272.0
759.0	-775.35688269	150.0	-150.0	0.0	170.0	1000.0	237.0	0.0	4.0	-453.0
760.0	-857.526656194	121.0	-121.0	0.0	325.0	1000.0	172.0	0.0	0.0	-603.0
761.0	-922.223917937	95.0	-95.0	0.0	488.0	1000.0	113.0	0.0	0.0	-735.0
762.0	-968.04967939	69.0	-69.0	6.0	666.0	1000.0	64.0	0.0	4.0	-848.0
763.0	-993.985063256	43.0	-43.0	0.0	829.0	1000.0	54.0	0.0	0.0	-912.0
764.0	-999.415902621	26.0	-26.0	0.0	899.0	933.0	54.0	0.0	0.0	-949.0
765.0	-984.149213565	10.0	-10.0	6.0	914.0	938.0	64.0	0.0	4.0	-944.0
766.0	-948.421079457	1.0	-1.0	0.0	914.0	989.0	59.0	0.0	0.0	-936.0
767.0	-892.895657712	-12.0	12.0	0.0	906.0	938.0	59.0	0.0	0.0	-946.0
768.0	-818.655201864	-38.0	38.0	0.0	906.0	928.0	59.0	0.0	0.0	-948.0
769.0	-727.181179683	-66.0	66.0	0.0	914.0	994.0	59.0	0.0	0.0	-935.0
770.0	-620.326757977	-94.0	94.0	0.0	821.0	1000.0	54.0	0.0	0.0	-910.0
771.0	-500.28111255	-122.0	122.0	0.0	736.0	1000.0	59.0	0.0	0.0	-878.0
772.0	-369.526203513	-152.0	152.0	0.0	666.0	1000.0	59.0	0.0	0.0	-852.0
773.0	-230.786827739	-186.0	186.0	0.0	488.0	1000.0	113.0	0.0	0.0	-735.0
774.0	-86.9749177872	-194.0	194.0	0.0	317.0	1000.0	167.0	0.0	0.0	-602.0
775.0	58.8708036512	-198.0	198.0	0.0	170.0	1000.0	237.0	0.0	4.0	-453.0
776.0	203.648586162	-196.0	196.0	0.0	147.0	994.0	400.0	0.0	0.0	-336.0
777.0	344.259508922	-204.0	204.0	0.0	77.0	760.0	578.0	35.0	0.0	-146.0
778.0	477.674043454	-186.0	186.0	6.0	7.0	494.0	821.0	43.0	4.0	124.0
779.0	600.997893728	-142.0	142.0	0.0	69.0	265.0	940.0	35.0	0.0	183.0
780.0	711.535677209	-158.0	158.0	0.0	0.0	158.0	1000.0	79.0	0.0	436.0
781.0	806.851033392	-111.0	111.0	6.0	7.0	56.0	945.0	126.0	4.0	562.0
782.0	884.821800641	-96.0	96.0	0.0	0.0	51.0	827.0	214.0	0.0	649.0
783.0	943.688987335	-88.0	88.0	0.0	0.0	51.0	697.0	293.0	0.0	732.0
784.0	982.098378144	-75.0	75.0	0.0	0.0	0.0	643.0	337.0	0.0	843.0
785.0	999.13375888	-46.0	46.0	0.0	0.0	0.0	529.0	384.0	0.0	920.0
786.0	994.340911198	-22.0	22.0	0.0	0.0	0.0	524.0	424.0	0.0	947.0
787.0	967.741718269	-6.0	6.0	0.0	0.0	0.0	524.0	424.0	0.0	947.0
788.0	919.837930693	8.0	-8.0	0.0	0.0	0.0	529.0	428.0	0.0	947.0
789.0	851.604364108	28.0	-28.0	0.0	0.0	0.0	524.0	428.0	0.0	949.0
790.0	764.471531423	55.0	-55.0	0.0	0.0	0.0	518.0	420.0	0.0	947.0
