n	R (ref)	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
862.0	396.344938352	-121.0	121.0	0.0	0.0	492.0	702.0	0.0	9.0	87.0
863.0	440.456107932	-105.0	105.0	0.0	0.0	375.0	821.0	34.0	0.0	186.0
864.0	472.981588805	-85.0	85.0	0.0	0.0	324.0	886.0	34.0	0.0	232.0
865.0	493.019831618	-78.0	78.0	3.0	4.0	279.0	945.0	41.0	9.0	272.0
866.0	499.995700806	-68.0	68.0	0.0	0.0	213.0	1000.0	34.0	0.0	324.0
867.0	493.678439562	-50.0	50.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
868.0	474.190617449	-25.0	25.0	0.0	0.0	213.0	1000.0	76.0	0.0	393.0
869.0	442.007705833	-14.0	14.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
870.0	397.948173341	-2.0	2.0	0.0	0.0	218.0	1000.0	76.0	4.0	390.0
871.0	343.154247822	13.0	-13.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
872.0	279.063745983	33.0	-33.0	0.0	0.0	223.0	1000.0	80.0	0.0	390.0
873.0	207.373620057	54.0	-54.0	0.0	0.0	213.0	1000.0	76.0	0.0	393.0
874.0	129.99610572	78.0	-78.0	0.0	0.0	213.0	1000.0	76.0	0.0	393.0
875.0	49.0085701648	102.0	-102.0	0.0	0.0	228.0	1000.0	41.0	9.0	314.0
876.0	-33.401652321	104.0	-104.0	0.0	0.0	269.0	945.0	34.0	0.0	278.0
877.0	-114.995993593	117.0	-117.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
878.0	-193.545390642	131.0	-131.0	3.0	4.0	390.0	827.0	41.0	9.0	179.0
879.0	-266.891388866	133.0	-133.0	0.0	0.0	497.0	767.0	38.0	4.0	106.0
880.0	-333.005933717	131.0	-131.0	0.0	46.0	598.0	637.0	0.0	4.0	15.0
881.0	-390.048186119	121.0	-121.0	3.0	50.0	664.0	529.0	0.0	9.0	-57.0
882.0	-436.416754707	113.0	-113.0	0.0	46.0	776.0	410.0	0.0	0.0	-155.0
883.0	-470.795841228	94.0	-94.0	0.0	46.0	888.0	345.0	0.0	0.0	-221.0
884.0	-492.193942333	81.0	-81.0	0.0	41.0	989.0	286.0	0.0	0.0	-276.0
885.0	-499.973938302	66.0	-66.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
886.0	-493.873622406	54.0	-54.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
887.0	-474.015978122	48.0	-48.0	0.0	92.0	1000.0	232.0	0.0	0.0	-395.0
888.0	-440.908788734	13.0	-13.0	0.0	87.0	994.0	178.0	0.0	0.0	-428.0
889.0	-395.433457498	-9.0	9.0	0.0	92.0	1000.0	227.0	0.0	0.0	-398.0
890.0	-338.823218735	-17.0	17.0	0.0	92.0	1000.0	232.0	0.0	0.0	-395.0
891.0	-272.631222295	-36.0	36.0	0.0	46.0	1000.0	243.0	0.0	9.0	-305.0
892.0	-198.689267492	-31.0	31.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
893.0	-119.058239068	-57.0	57.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
894.0	-35.9715490003	-82.0	82.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
895.0	48.2268937677	-107.0	107.0	0.0	46.0	944.0	291.0	0.0	0.0	-265.0
896.0	131.148485191	-118.0	118.0	0.0	41.0	944.0	286.0	0.0	0.0	-268.0
897.0	210.427666362	-143.0	143.0	3.0	50.0	888.0	356.0	0.0	9.0	-214.0
898.0	283.789686642	-149.0	149.0	0.0	46.0	720.0	470.0	0.0	4.0	-106.0
899.0	349.116445658	-136.0	136.0	0.0	41.0	654.0	578.0	0.0	0.0	-31.0
900.0	404.508497187	-130.0	130.0	0.0	0.0	487.0	697.0	0.0	0.0	88.0
901.0	448.341380892	-108.0	108.0	0.0	0.0	385.0	827.0	34.0	0.0	182.0
902.0	479.314585316	-89.0	89.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
903.0	496.491634579	-75.0	75.0	0.0	0.0	274.0	994.0	34.0	0.0	283.0
904.0	499.330027223	-64.0	64.0	0.0	0.0	223.0	1000.0	34.0	0.0	317.0
905.0	487.700032768	-51.0	51.0	0.0	0.0	213.0	1000.0	76.0	0.0	393.0
906.0	461.891662248	-20.0	20.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
907.0	422.609464971	-9.0	9.0	0.0	0.0	167.0	1000.0	80.0	4.0	430.0
908.0	370.955155491	17.0	-17.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
909.0	308.398432263	24.0	-24.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
910.0	236.736702206	45.0	-45.0	0.0	0.0	167.0	1000.0	38.0	4.0	356.0
911.0	158.044762898	59.0	-59.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
912.0	74.6158061185	94.0	-94.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
913.0	-11.1046169356	99.0	-99.0	3.0	4.0	279.0	945.0	38.0	4.0	272.0
914.0	-96.5897959472	110.0	-110.0	0.0	0.0	274.0	945.0	38.0	4.0	275.0
915.0	-179.306174023	136.0	-136.0	0.0	0.0	324.0	881.0	34.0	0.0	231.0
916.0	-256.788597073	146.0	-146.0	0.0	0.0	380.0	816.0	34.0	0.0	182.0
917.0	-326.714265594	152.0	-152.0	0.0	0.0	497.0	708.0	34.0	0.0	87.0
918.0	-386.973161424	141.0	-141.0	0.0	46.0	664.0	578.0	0.0	4.0	-35.0
919.0	-435.732796143	120.0	-120.0	0.0	41.0	766.0	459.0	0.0	0.0	-126.0
920.0	-471.495267946	103.0	-103.0	0.0	46.0	888.0	356.0	0.0	4.0	-214.0
921.0	-493.144817058	83.0	-83.0	0.0	46.0	944.0	286.0	0.0	0.0	-268.0
922.0	-499.984331098	69.0	-69.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
923.0	-491.759564343	53.0	-53.0	0.0	96.0	1000.0	178.0	0.0	4.0	-436.0
924.0	-468.670190071	9.0	-9.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
925.0	-431.367192989	-1.0	1.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
926.0	-380.936517977	-16.0	16.0	0.0	50.0	1000.0	178.0	0.0	4.0	-349.0
927.0	-318.869309808	-9.0	9.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
928.0	-247.019493509	-56.0	56.0	0.0	87.0	1000.0	227.0	0.0	0.0	-394.0
929.0	-167.549843734	-67.0	67.0	3.0	50.0	1000.0	183.0	0.0	9.0	-346.0
930.0	-82.8680614141	-78.0	78.0	0.0	92.0	1000.0	232.0	0.0	0.0	-395.0
931.0	4.44529504147	-119.0	119.0	0.0	41.0	1000.0	227.0	0.0	0.0	-315.0
932.0	91.714899408	-121.0	121.0	0.0	41.0	934.0	286.0	0.0	0.0	-266.0
933.0	176.252427622	-132.0	132.0	0.0	41.0	888.0	356.0	0.0	0.0	-214.0
934.0	255.439520679	-140.0	140.0	0.0	46.0	776.0	464.0	0.0	4.0	-126.0
935.0	326.809381219	-135.0	135.0	0.0	41.0	654.0	518.0	0.0	0.0	-59.0
936.0	388.124451321	-134.0	134.0	0.0	0.0	553.0	702.0	34.0	0.0	59.0
937.0	437.447705619	-113.0	113.0	0.0	0.0	431.0	821.0	34.0	0.0	155.0
938.0	473.205259	-95.0	95.0	0.0	0.0	324.0	875.0	34.0	0.0	229.0
939.0	494.238228127	-79.0	79.0	0.0	0.0	223.0	1000.0	41.0	9.0	317.0
940.0	499.842094642	-54.0	54.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
941.0	489.792186609	-50.0	50.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
942.0	464.354313134	-22.0	22.0	3.0	4.0	167.0	1000.0	80.0	9.0	430.0
943.0	424.280042579	1.0	-1.0	0.0	0.0	213.0	1000.0	76.0	0.0	393.0
944.0	370.786593822	6.0	-6.0	0.0	0.0	213.0	1000.0	76.0	0.0	393.0
945.0	305.521797583	26.0	-26.0	3.0	4.0	167.0	1000.0	80.0	9.0	430.0
946.0	230.515065728	59.0	-59.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
947.0	148.115765023	72.0	-72.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
948.0	60.9208131202	98.0	-98.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
949.0	-28.3063156801	104.0	-104.0	0.0	0.0	279.0	945.0	34.0	0.0	272.0
950.0	-116.722681928	116.0	-116.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
951.0	-201.496346686	133.0	-133.0	0.0	0.0	380.0	875.0	34.0	0.0	197.0
952.0	-279.897342267	142.0	-142.0	0.0	0.0	441.0	767.0	34.0	0.0	134.0
953.0	-349.386223286	144.0	-144.0	0.0	46.0	543.0	648.0	34.0	0.0	44.0
954.0	-407.697311397	135.0	-135.0	0.0	41.0	654.0	518.0	0.0	0.0	-59.0
955.0	-452.913879359	117.0	-117.0	0.0	41.0	771.0	410.0	0.0	4.0	-153.0
956.0	-483.532744044	99.0	-99.0	0.0	41.0	883.0	286.0	0.0	0.0	-256.0
957.0	-498.516047809	72.0	-72.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
958.0	-497.328394842	55.0	-55.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
959.0	-479.95796236	51.0	-51.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
960.0	-446.920712076	2.0	-2.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
961.0	-399.247369624	-11.0	11.0	3.0	50.0	1000.0	183.0	0.0	9.0	-346.0
962.0	-338.453401326	-2.0	2.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
963.0	-266.492780583	-51.0	51.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
964.0	-185.696881811	-75.0	75.0	0.0	46.0	1000.0	172.0	0.0	4.0	-354.0
965.0	-98.7003496075	-76.0	76.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
966.0	-8.35624741591	-90.0	90.0	0.0	41.0	944.0	232.0	0.0	0.0	-303.0
967.0	82.3568230712	-115.0	115.0	0.0	41.0	934.0	286.0	0.0	0.0	-266.0
968.0	170.432637016	-130.0	130.0	0.0	41.0	883.0	351.0	0.0	0.0	-216.0
969.0	252.937093103	-140.0	140.0	0.0	46.0	776.0	405.0	0.0	0.0	-158.0
970.0	327.106484468	-145.0	145.0	0.0	46.0	654.0	518.0	0.0	0.0	-59.0
971.0	390.440991423	-134.0	134.0	0.0	41.0	548.0	643.0	0.0	4.0	39.0
972.0	440.790209375	-120.0	120.0	0.0	0.0	431.0	821.0	34.0	0.0	155.0
973.0	476.427750152	-96.0	96.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
974.0	496.112283166	-75.0	75.0	3.0	4.0	279.0	1000.0	41.0	9.0	281.0
975.0	499.132805092	-65.0	65.0	0.0	0.0	213.0	1000.0	34.0	0.0	324.0
976.0	485.336430388	-48.0	48.0	0.0	0.0	218.0	1000.0	76.0	4.0	390.0
977.0	455.137564343	-19.0	19.0	3.0	4.0	167.0	1000.0	80.0	4.0	430.0
978.0	409.507937185	6.0	-6.0	0.0	0.0	162.0	1000.0	76.0	0.0	430.0
979.0	349.947621897	24.0	-24.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
980.0	278.437808244	33.0	-33.0	0.0	0.0	218.0	994.0	34.0	0.0	320.0
981.0	197.376738961	36.0	-36.0	0.0	0.0	213.0	1000.0	76.0	0.0	393.0
982.0	109.500809055	84.0	-84.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
983.0	17.7933646092	111.0	-111.0	0.0	0.0	213.0	994.0	34.0	0.0	323.0
984.0	-74.6158061185	119.0	-119.0	0.0	0.0	279.0	945.0	34.0	0.0	272.0
985.0	-164.556936311	130.0	-130.0	0.0	0.0	324.0	881.0	34.0	0.0	231.0
986.0	-248.929095996	143.0	-143.0	0.0	0.0	380.0	816.0	34.0	0.0	182.0
987.0	-324.807627315	151.0	-151.0	0.0	0.0	497.0	708.0	0.0	9.0	87.0
988.0	-389.546466134	142.0	-142.0	0.0	41.0	604.0	583.0	0.0	0.0	-9.0
989.0	-440.87174465	129.0	-129.0	0.0	41.0	761.0	459.0	0.0	0.0	-124.0
990.0	-476.963325284	105.0	-105.0	3.0	50.0	888.0	356.0	0.0	9.0	-214.0
991.0	-496.521292559	84.0	-84.0	0.0	41.0	994.0	227.0	0.0	0.0	-315.0
992.0	-498.814915766	54.0	-54.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
993.0	-483.712175809	51.0	-51.0	3.0	50.0	1000.0	183.0	0.0	9.0	-346.0
994.0	-451.688605999	31.0	-31.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
995.0	-403.814906797	-9.0	9.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
996.0	-341.723534619	-28.0	28.0	0.0	41.0	1000.0	172.0	0.0	0.0	-354.0
997.0	-267.555209006	-25.0	25.0	0.0	92.0	1000.0	167.0	0.0	0.0	-441.0
998.0	-183.887004528	-77.0	77.0	0.0	92.0	1000.0	232.0	0.0	0.0	-395.0
999.0	-93.6443676807	-90.0	90.0	0.0	41.0	1000.0	232.0	0.0	0.0	-312.0
1000.0	-5.38968387752e-12	-93.0	93.0	0.0	46.0	1000.0	243.0	0.0	4.0	-305.0
1001.0	93.7369460728	-119.0	119.0	0.0	41.0	944.0	286.0	0.0	0.0	-268.0
1002.0	184.237521997	-135.0	135.0	0.0	41.0	878.0	345.0	0.0	0.0	-218.0
1003.0	268.271393211	-145.0	145.0	0.0	41.0	776.0	410.0	0.0	9.0	-155.0
1004.0	342.822792995	-149.0	149.0	0.0	46.0	664.0	529.0	0.0	4.0	-57.0
1005.0	405.199841888	-138.0	138.0	0.0	0.0	538.0	632.0	34.0	0.0	40.0
1006.0	453.13323833	-123.0	123.0	3.0	4.0	390.0	827.0	41.0	9.0	179.0
1007.0	484.860656741	-91.0	91.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
1008.0	499.19365696	-76.0	76.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
1009.0	495.564499156	-63.0	63.0	3.0	4.0	223.0	1000.0	41.0	9.0	317.0
1010.0	474.050951842	-47.0	47.0	0.0	0.0	218.0	1000.0	76.0	4.0	390.0
1011.0	435.377953824	-13.0	13.0	0.0	0.0	162.0	1000.0	76.0	0.0	430.0
1012.0	380.89581712	14.0	-14.0	0.0	0.0	162.0	1000.0	76.0	0.0	430.0
1013.0	312.535507804	35.0	-35.0	0.0	0.0	162.0	1000.0	76.0	0.0	430.0
1014.0	232.742384679	59.0	-59.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
1015.0	144.390580692	73.0	-73.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
1016.0	50.6809489127	101.0	-101.0	0.0	0.0	223.0	1000.0	34.0	0.0	317.0
1017.0	-44.9738646154	108.0	-108.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
1018.0	-139.073139883	128.0	-128.0	0.0	0.0	324.0	935.0	34.0	0.0	242.0
1019.0	-228.156136378	141.0	-141.0	0.0	0.0	329.0	886.0	38.0	4.0	229.0
1020.0	-308.929806545	161.0	-161.0	0.0	0.0	436.0	767.0	34.0	0.0	137.0
1021.0	-378.391447513	154.0	-154.0	0.0	41.0	543.0	637.0	34.0	0.0	39.0
1022.0	-433.941696518	141.0	-141.0	3.0	50.0	659.0	470.0	0.0	9.0	-84.0
1023.0	-473.48357519	116.0	-116.0	0.0	46.0	832.0	345.0	0.0	4.0	-207.0
1024.0	-495.503751895	86.0	-86.0	0.0	41.0	944.0	286.0	0.0	0.0	-268.0
1025.0	-499.132805092	69.0	-69.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
1026.0	-484.182013686	52.0	-52.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1027.0	-451.155046908	4.0	-4.0	0.0	87.0	1000.0	167.0	0.0	0.0	-437.0
1028.0	-401.233846319	-10.0	10.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1029.0	-336.238952677	-30.0	30.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1030.0	-258.565495069	-53.0	53.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1031.0	-171.096992606	-79.0	79.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1032.0	-77.0999841808	-107.0	107.0	0.0	92.0	1000.0	178.0	0.0	0.0	-433.0
1033.0	19.8967345683	-135.0	135.0	0.0	41.0	1000.0	232.0	0.0	0.0	-312.0
1034.0	116.233856596	-128.0	128.0	0.0	41.0	878.0	286.0	0.0	0.0	-255.0
1035.0	208.259407724	-138.0	138.0	0.0	41.0	827.0	410.0	0.0	4.0	-169.0
1036.0	292.467512792	-138.0	138.0	0.0	46.0	664.0	529.0	0.0	4.0	-57.0
1037.0	365.632806227	-126.0	126.0	0.0	41.0	543.0	637.0	34.0	0.0	39.0
1038.0	424.935309584	-115.0	115.0	0.0	0.0	436.0	762.0	38.0	4.0	136.0
1039.0	468.070898397	-99.0	99.0	0.0	0.0	380.0	886.0	38.0	4.0	199.0
1040.0	493.342972104	-88.0	88.0	0.0	0.0	269.0	945.0	34.0	0.0	278.0
1041.0	499.731608033	-66.0	66.0	3.0	4.0	228.0	1000.0	41.0	9.0	314.0
1042.0	486.937300643	-51.0	51.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
1043.0	455.397331205	-40.0	40.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
1044.0	406.273846339	-4.0	4.0	0.0	0.0	218.0	994.0	34.0	0.0	320.0
1045.0	341.413807736	-6.0	6.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
1046.0	263.282068566	37.0	-37.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
1047.0	174.869892228	64.0	-64.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
1048.0	79.5822142245	72.0	-72.0	0.0	0.0	223.0	1000.0	34.0	0.0	317.0
1049.0	-18.8921816582	100.0	-100.0	0.0	0.0	213.0	1000.0	34.0	0.0	324.0
1050.0	-116.722681928	132.0	-132.0	0.0	0.0	274.0	935.0	34.0	0.0	273.0
1051.0	-210.085627469	144.0	-144.0	0.0	0.0	335.0	886.0	41.0	9.0	225.0
1052.0	-295.314100986	156.0	-156.0	0.0	0.0	375.0	821.0	34.0	0.0	186.0
1053.0	-369.042844765	166.0	-166.0	0.0	46.0	487.0	697.0	34.0	0.0	88.0
1054.0	-428.342554695	154.0	-154.0	0.0	50.0	659.0	524.0	0.0	4.0	-58.0
1055.0	-470.838144458	123.0	-123.0	0.0	46.0	832.0	345.0	0.0	0.0	-207.0
1056.0	-494.806140603	86.0	-86.0	0.0	46.0	944.0	291.0	0.0	0.0	-265.0
1057.0	-499.247135974	70.0	-70.0	3.0	50.0	1000.0	183.0	0.0	9.0	-346.0
1058.0	-483.930168401	41.0	-41.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1059.0	-449.406969013	3.0	-3.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1060.0	-396.995199324	-12.0	12.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1061.0	-328.731022852	-32.0	32.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1062.0	-247.292587285	-56.0	56.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1063.0	-155.897177709	-84.0	84.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1064.0	-58.1758918439	-113.0	113.0	0.0	92.0	1000.0	183.0	0.0	0.0	-429.0
1065.0	41.9693608411	-141.0	141.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
1066.0	140.520963471	-135.0	135.0	0.0	46.0	934.0	286.0	0.0	0.0	-266.0
1067.0	233.506670264	-149.0	149.0	0.0	41.0	827.0	410.0	0.0	4.0	-169.0
1068.0	317.160213414	-145.0	145.0	0.0	46.0	715.0	529.0	0.0	0.0	-75.0
1069.0	388.074932947	-138.0	138.0	0.0	41.0	543.0	637.0	0.0	0.0	39.0
1070.0	443.34412785	-121.0	121.0	3.0	4.0	385.0	767.0	38.0	4.0	165.0
1071.0	480.682289783	-94.0	94.0	0.0	0.0	324.0	886.0	34.0	0.0	232.0
1072.0	498.522088205	-79.0	79.0	0.0	0.0	274.0	945.0	34.0	0.0	275.0
1073.0	496.082902774	-66.0	66.0	3.0	4.0	223.0	1000.0	41.0	9.0	317.0
1074.0	473.407810933	-46.0	46.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
1075.0	431.367192989	-12.0	12.0	0.0	0.0	157.0	1000.0	72.0	0.0	430.0
1076.0	371.628464477	17.0	-17.0	0.0	0.0	162.0	1000.0	76.0	0.0	430.0
1077.0	296.592832061	39.0	-39.0	0.0	0.0	162.0	1000.0	76.0	0.0	430.0
1078.0	209.301338196	66.0	-66.0	0.0	0.0	157.0	1000.0	72.0	0.0	430.0
1079.0	113.313754323	94.0	-94.0	0.0	0.0	218.0	1000.0	76.0	4.0	390.0
1080.0	12.5650477217	113.0	-113.0	0.0	0.0	228.0	1000.0	34.0	0.0	314.0
1081.0	-88.7948670636	120.0	-120.0	0.0	0.0	274.0	945.0	34.0	0.0	275.0
1082.0	-186.571618898	138.0	-138.0	0.0	0.0	324.0	875.0	34.0	0.0	229.0
1083.0	-276.700135772	151.0	-151.0	0.0	0.0	441.0	821.0	41.0	9.0	150.0
1084.0	-355.414468489	151.0	-151.0	0.0	0.0	548.0	643.0	34.0	0.0	39.0
1085.0	-419.406562684	137.0	-137.0	0.0	41.0	649.0	518.0	0.0	0.0	-57.0
1086.0	-465.967235816	122.0	-122.0	3.0	50.0	827.0	410.0	0.0	4.0	-169.0
1087.0	-493.10327983	97.0	-97.0	0.0	46.0	944.0	291.0	0.0	4.0	-265.0
1088.0	-499.625538689	70.0	-70.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
1089.0	-485.20396789	51.0	-51.0	0.0	50.0	1000.0	178.0	0.0	4.0	-349.0
1090.0	-450.387025303	30.0	-30.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1091.0	-396.584215301	-12.0	12.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1092.0	-326.012150925	-33.0	33.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1093.0	-241.60604745	-58.0	58.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1094.0	-146.900049482	-87.0	87.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1095.0	-45.8811583226	-117.0	117.0	0.0	41.0	1000.0	227.0	0.0	0.0	-315.0
1096.0	57.1772932737	-111.0	111.0	0.0	46.0	944.0	237.0	0.0	0.0	-300.0
1097.0	157.895729041	-137.0	137.0	0.0	46.0	888.0	345.0	0.0	0.0	-221.0
1098.0	251.974428648	-141.0	141.0	0.0	41.0	766.0	405.0	0.0	0.0	-155.0
1099.0	335.377740537	-147.0	147.0	0.0	41.0	659.0	524.0	0.0	4.0	-58.0
1100.0	404.508497187	-138.0	138.0	0.0	46.0	553.0	648.0	34.0	0.0	39.0
1101.0	456.365048809	-125.0	125.0	0.0	0.0	431.0	816.0	34.0	0.0	154.0
1102.0	488.673989459	-100.0	100.0	3.0	4.0	335.0	886.0	41.0	9.0	225.0
1103.0	499.992615333	-82.0	82.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
1104.0	489.776391434	-60.0	60.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
1105.0	458.408160676	-20.0	20.0	0.0	0.0	167.0	1000.0	80.0	4.0	430.0
1106.0	407.187448828	6.0	-6.0	0.0	0.0	162.0	1000.0	76.0	0.0	430.0
1107.0	338.279931643	27.0	-27.0	0.0	0.0	157.0	1000.0	72.0	0.0	430.0
1108.0	254.628863869	52.0	-52.0	0.0	0.0	162.0	994.0	76.0	0.0	430.0
1109.0	159.831948305	81.0	-81.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
1110.0	57.9886724045	99.0	-99.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
1111.0	-46.4755097225	130.0	-130.0	0.0	0.0	218.0	994.0	34.0	0.0	320.0
1112.0	-149.000682927	140.0	-140.0	0.0	0.0	279.0	940.0	34.0	0.0	271.0
1113.0	-245.091421332	154.0	-154.0	0.0	0.0	380.0	886.0	34.0	0.0	199.0
1114.0	-330.514516563	158.0	-158.0	0.0	0.0	487.0	756.0	34.0	0.0	108.0
1115.0	-401.486769492	152.0	-152.0	0.0	41.0	604.0	583.0	0.0	9.0	-9.0
1116.0	-454.844467544	133.0	-133.0	0.0	46.0	776.0	464.0	0.0	4.0	-126.0
1117.0	-488.186881122	108.0	-108.0	0.0	41.0	888.0	286.0	0.0	0.0	-257.0
1118.0	-499.987173517	72.0	-72.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
1119.0	-489.665486864	54.0	-54.0	0.0	92.0	1000.0	167.0	0.0	0.0	-441.0
1120.0	-457.62058631	4.0	-4.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1121.0	-405.218246971	-9.0	9.0	3.0	96.0	1000.0	178.0	0.0	4.0	-436.0
1122.0	-334.736475935	-30.0	30.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1123.0	-249.269590782	-56.0	56.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1124.0	-152.595040528	-85.0	85.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1125.0	-49.0085701648	-116.0	116.0	0.0	92.0	1000.0	172.0	0.0	0.0	-437.0
1126.0	56.8651836281	-147.0	147.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
1127.0	160.278390716	-141.0	141.0	0.0	41.0	878.0	286.0	0.0	0.0	-255.0
1128.0	256.572914816	-153.0	153.0	0.0	46.0	832.0	416.0	0.0	4.0	-167.0
1129.0	341.390855229	-152.0	152.0	0.0	46.0	664.0	518.0	0.0	4.0	-62.0
1130.0	410.873204315	-141.0	141.0	0.0	0.0	543.0	697.0	38.0	4.0	62.0
1131.0	461.837510367	-119.0	119.0	0.0	0.0	385.0	827.0	41.0	9.0	182.0
1132.0	491.926283288	-92.0	92.0	0.0	0.0	274.0	945.0	34.0	0.0	275.0
1133.0	499.719115402	-67.0	67.0	0.0	0.0	213.0	1000.0	34.0	0.0	324.0
1134.0	484.803061293	-48.0	48.0	3.0	4.0	167.0	1000.0	80.0	9.0	430.0
1135.0	447.797662164	-5.0	5.0	0.0	0.0	162.0	1000.0	76.0	4.0	430.0
1136.0	390.333031401	11.0	-11.0	0.0	0.0	162.0	1000.0	76.0	4.0	430.0
1137.0	314.981548824	34.0	-34.0	3.0	4.0	167.0	1000.0	80.0	4.0	430.0
1138.0	225.145844868	61.0	-61.0	0.0	0.0	162.0	1000.0	76.0	0.0	430.0
1139.0	124.907794794	91.0	-91.0	0.0	0.0	162.0	1000.0	76.0	4.0	430.0
1140.0	18.845091335	123.0	-123.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
1141.0	-88.1764659532	122.0	-122.0	0.0	0.0	213.0	945.0	34.0	0.0	316.0
1142.0	-191.225612015	152.0	-152.0	0.0	0.0	324.0	886.0	34.0	0.0	232.0
1143.0	-285.533038151	155.0	-155.0	0.0	0.0	380.0	816.0	34.0	0.0	182.0
1144.0	-366.713106993	164.0	-164.0	0.0	0.0	492.0	702.0	34.0	0.0	87.0
