n	R (ref)	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
288.0	499.663428987	-64.0	64.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
289.0	499.921793073	-63.0	63.0	3.0	4.0	279.0	1000.0	38.0	4.0	281.0
290.0	498.695312616	-65.0	65.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
291.0	495.972242675	-41.0	41.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
292.0	491.745357955	-40.0	40.0	0.0	0.0	218.0	994.0	34.0	0.0	320.0
293.0	486.012083566	-49.0	49.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
294.0	478.774613048	-26.0	26.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
295.0	470.040012776	-34.0	34.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
296.0	459.82031186	-30.0	30.0	0.0	0.0	223.0	1000.0	80.0	0.0	390.0
297.0	448.132576722	-17.0	17.0	0.0	0.0	218.0	1000.0	76.0	4.0	390.0
298.0	434.998969503	-13.0	13.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
299.0	420.446789543	-19.0	19.0	0.0	0.0	223.0	1000.0	38.0	4.0	317.0
300.0	404.508497187	-26.0	26.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
301.0	387.221719213	0.0	0.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
302.0	368.629235243	-3.0	3.0	3.0	4.0	223.0	1000.0	41.0	9.0	317.0
303.0	348.778944544	-9.0	9.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
304.0	327.723812687	8.0	-8.0	0.0	0.0	274.0	1000.0	76.0	4.0	353.0
305.0	305.521797583	14.0	-14.0	3.0	4.0	228.0	1000.0	41.0	9.0	314.0
306.0	282.235754521	9.0	-9.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
307.0	257.933319859	29.0	-29.0	0.0	0.0	269.0	1000.0	72.0	0.0	353.0
308.0	232.68677314	36.0	-36.0	0.0	0.0	269.0	994.0	34.0	0.0	287.0
309.0	206.572877456	24.0	-24.0	0.0	0.0	279.0	1000.0	76.0	0.0	350.0
310.0	179.672698003	51.0	-51.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
311.0	152.071398816	40.0	-40.0	0.0	0.0	269.0	994.0	34.0	0.0	287.0
312.0	123.858017831	48.0	-48.0	0.0	0.0	279.0	1000.0	34.0	0.0	281.0
313.0	95.1252204505	55.0	-55.0	0.0	0.0	324.0	1000.0	34.0	0.0	255.0
314.0	65.9690319534	56.0	-56.0	0.0	0.0	324.0	935.0	34.0	0.0	242.0
315.0	36.4885491506	61.0	-61.0	0.0	0.0	335.0	945.0	41.0	9.0	238.0
316.0	6.78563181912	69.0	-69.0	0.0	0.0	324.0	940.0	34.0	0.0	243.0
317.0	-23.0354254497	79.0	-79.0	0.0	0.0	380.0	940.0	34.0	0.0	212.0
318.0	-52.8682402425	79.0	-79.0	3.0	4.0	385.0	881.0	41.0	9.0	195.0
319.0	-82.6047072956	83.0	-83.0	0.0	41.0	375.0	881.0	34.0	0.0	201.0
320.0	-112.135380475	93.0	-93.0	0.0	41.0	431.0	816.0	34.0	0.0	154.0
321.0	-141.349870676	88.0	-88.0	0.0	0.0	441.0	821.0	38.0	4.0	150.0
322.0	-170.137258449	96.0	-96.0	0.0	41.0	492.0	762.0	34.0	0.0	107.0
323.0	-198.386520035	91.0	-91.0	0.0	46.0	487.0	756.0	34.0	0.0	108.0
324.0	-225.986965391	99.0	-99.0	0.0	41.0	538.0	691.0	0.0	0.0	62.0
325.0	-252.828686689	94.0	-94.0	0.0	46.0	553.0	648.0	34.0	0.0	39.0
326.0	-278.803015629	95.0	-95.0	0.0	46.0	659.0	578.0	34.0	0.0	-33.0
327.0	-303.802987865	81.0	-81.0	0.0	46.0	705.0	578.0	34.0	0.0	-50.0
328.0	-327.723812687	83.0	-83.0	0.0	41.0	771.0	524.0	34.0	0.0	-96.0
329.0	-350.463346043	76.0	-76.0	0.0	46.0	771.0	518.0	34.0	0.0	-99.0
330.0	-371.922564904	81.0	-81.0	0.0	41.0	766.0	459.0	34.0	0.0	-126.0
331.0	-392.006040856	79.0	-79.0	0.0	46.0	832.0	416.0	0.0	9.0	-167.0
332.0	-410.622410792	72.0	-72.0	0.0	46.0	832.0	405.0	0.0	0.0	-173.0
333.0	-427.68484244	76.0	-76.0	0.0	41.0	817.0	400.0	0.0	0.0	-172.0
334.0	-443.111492476	81.0	-81.0	3.0	55.0	832.0	356.0	3.0	9.0	-258.0
335.0	-456.825954869	59.0	-59.0	0.0	46.0	888.0	345.0	0.0	0.0	-221.0
336.0	-468.7576971	74.0	-74.0	0.0	41.0	939.0	345.0	0.0	0.0	-232.0
337.0	-478.842481858	73.0	-73.0	3.0	50.0	944.0	356.0	0.0	9.0	-227.0
338.0	-487.022771805	78.0	-78.0	0.0	41.0	939.0	351.0	0.0	0.0	-228.0
339.0	-493.248114987	79.0	-79.0	0.0	46.0	1000.0	291.0	0.0	0.0	-275.0
340.0	-497.475508491	66.0	-66.0	0.0	46.0	989.0	291.0	0.0	0.0	-273.0
341.0	-499.669737963	67.0	-67.0	0.0	41.0	994.0	297.0	0.0	0.0	-270.0
342.0	-499.803690624	68.0	-68.0	0.0	46.0	1000.0	291.0	0.0	0.0	-275.0
343.0	-497.858639495	66.0	-66.0	0.0	41.0	989.0	286.0	0.0	0.0	-276.0
344.0	-493.824496566	65.0	-65.0	0.0	46.0	1000.0	243.0	0.0	4.0	-305.0
345.0	-487.700032768	54.0	-54.0	0.0	41.0	1000.0	286.0	0.0	0.0	-278.0
346.0	-479.493062643	60.0	-60.0	0.0	41.0	994.0	286.0	0.0	0.0	-277.0
347.0	-469.220591755	57.0	-57.0	0.0	46.0	1000.0	243.0	0.0	9.0	-305.0
348.0	-456.908924983	45.0	-45.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
349.0	-442.593733972	39.0	-39.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
350.0	-426.320082177	34.0	-34.0	3.0	55.0	1000.0	243.0	3.0	9.0	-356.0
351.0	-408.142406073	15.0	-15.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
352.0	-388.124451321	22.0	-22.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
353.0	-366.33916282	16.0	-16.0	3.0	50.0	1000.0	237.0	0.0	4.0	-309.0
354.0	-342.868527826	9.0	-9.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
355.0	-317.803371497	1.0	-1.0	0.0	41.0	994.0	227.0	0.0	0.0	-315.0
356.0	-291.243104473	-6.0	6.0	0.0	41.0	989.0	227.0	0.0	0.0	-314.0
357.0	-263.295422332	-15.0	15.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
358.0	-234.075957004	-23.0	23.0	0.0	46.0	1000.0	291.0	0.0	0.0	-275.0
359.0	-203.707880506	-21.0	21.0	0.0	46.0	989.0	291.0	0.0	4.0	-273.0
360.0	-172.321461587	-30.0	30.0	0.0	46.0	1000.0	297.0	0.0	4.0	-272.0
361.0	-140.053576198	-39.0	39.0	0.0	46.0	1000.0	291.0	0.0	0.0	-275.0
362.0	-107.047172924	-50.0	50.0	0.0	46.0	1000.0	286.0	0.0	0.0	-278.0
363.0	-73.4506948476	-61.0	61.0	0.0	46.0	944.0	297.0	0.0	9.0	-261.0
364.0	-39.4174595621	-66.0	66.0	0.0	41.0	939.0	345.0	0.0	0.0	-232.0
365.0	-5.1049993636	-67.0	67.0	0.0	46.0	888.0	345.0	0.0	0.0	-221.0
366.0	29.325636078	-75.0	75.0	3.0	50.0	832.0	356.0	0.0	9.0	-201.0
367.0	63.7106119762	-79.0	79.0	0.0	41.0	827.0	400.0	0.0	0.0	-175.0
368.0	97.8840727444	-81.0	81.0	0.0	46.0	832.0	405.0	0.0	0.0	-173.0
369.0	131.678935226	-91.0	91.0	3.0	50.0	776.0	416.0	0.0	9.0	-152.0
370.0	164.927707429	-94.0	94.0	0.0	46.0	776.0	470.0	34.0	0.0	-123.0
371.0	197.463329096	-96.0	96.0	0.0	46.0	710.0	518.0	34.0	0.0	-79.0
372.0	229.120030192	-92.0	92.0	0.0	41.0	649.0	518.0	0.0	0.0	-57.0
373.0	259.734203179	-94.0	94.0	0.0	46.0	659.0	583.0	34.0	0.0	-31.0
374.0	289.145284692	-96.0	96.0	0.0	46.0	598.0	637.0	34.0	0.0	15.0
375.0	317.196642082	-90.0	90.0	0.0	41.0	538.0	691.0	30.0	0.0	62.0
376.0	343.736460065	-84.0	84.0	0.0	0.0	497.0	762.0	34.0	0.0	105.0
377.0	368.618622591	-78.0	78.0	0.0	0.0	487.0	827.0	34.0	0.0	129.0
378.0	391.703584897	-78.0	78.0	0.0	0.0	436.0	816.0	34.0	0.0	151.0
379.0	412.859230597	-78.0	78.0	0.0	0.0	390.0	886.0	41.0	9.0	194.0
380.0	431.961708596	-71.0	71.0	0.0	0.0	380.0	886.0	34.0	0.0	199.0
381.0	448.896244528	-74.0	74.0	0.0	0.0	380.0	875.0	34.0	0.0	197.0
382.0	463.557921431	-79.0	79.0	3.0	4.0	335.0	886.0	41.0	9.0	225.0
383.0	475.852424351	-75.0	75.0	0.0	0.0	324.0	940.0	34.0	0.0	243.0
384.0	485.696743621	-72.0	72.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
385.0	493.019831618	-74.0	74.0	3.0	4.0	279.0	1000.0	41.0	9.0	281.0
386.0	497.76320793	-64.0	64.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
387.0	499.881507989	-64.0	64.0	0.0	0.0	274.0	1000.0	38.0	4.0	284.0
388.0	499.342970416	-64.0	64.0	0.0	0.0	269.0	994.0	34.0	0.0	287.0
389.0	496.129858521	-62.0	62.0	0.0	0.0	213.0	1000.0	34.0	0.0	324.0
390.0	490.238811686	-49.0	49.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
391.0	481.681122602	-37.0	37.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
392.0	470.482936681	-34.0	34.0	0.0	0.0	223.0	1000.0	80.0	0.0	390.0
393.0	456.685370331	-19.0	19.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
394.0	440.34454513	-15.0	15.0	0.0	0.0	274.0	1000.0	76.0	4.0	353.0
395.0	421.531535411	-20.0	20.0	0.0	0.0	223.0	1000.0	41.0	9.0	317.0
396.0	400.332227188	-24.0	24.0	0.0	0.0	269.0	1000.0	72.0	0.0	353.0
397.0	376.847086858	-6.0	6.0	0.0	0.0	269.0	1000.0	72.0	0.0	353.0
398.0	351.190838622	0.0	0.0	3.0	4.0	223.0	1000.0	41.0	9.0	317.0
399.0	323.492050091	-1.0	1.0	0.0	0.0	274.0	1000.0	76.0	0.0	353.0
400.0	293.892626146	17.0	-17.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
401.0	262.547211644	27.0	-27.0	3.0	4.0	279.0	1000.0	38.0	4.0	281.0
402.0	229.622504209	15.0	-15.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
403.0	195.29647893	27.0	-27.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
404.0	159.757527423	38.0	-38.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
405.0	123.203514325	48.0	-48.0	0.0	0.0	279.0	1000.0	34.0	0.0	281.0
406.0	85.8407549371	58.0	-58.0	0.0	0.0	324.0	1000.0	34.0	0.0	255.0
407.0	47.8829183414	62.0	-62.0	0.0	0.0	324.0	935.0	34.0	0.0	242.0
408.0	9.54986094103	69.0	-69.0	0.0	0.0	329.0	940.0	34.0	0.0	240.0
409.0	-28.9336040105	80.0	-80.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
410.0	-67.3389947486	93.0	-93.0	0.0	0.0	380.0	875.0	34.0	0.0	197.0
411.0	-105.435500479	90.0	-90.0	0.0	0.0	385.0	886.0	41.0	9.0	197.0
412.0	-142.991364742	101.0	-101.0	0.0	41.0	431.0	821.0	34.0	0.0	155.0
413.0	-179.775304866	100.0	-100.0	0.0	41.0	431.0	816.0	34.0	0.0	154.0
414.0	-215.557959269	110.0	-110.0	3.0	4.0	497.0	762.0	41.0	9.0	105.0
415.0	-250.113353892	106.0	-106.0	0.0	46.0	604.0	702.0	34.0	0.0	37.0
416.0	-283.220378672	96.0	-96.0	0.0	41.0	649.0	632.0	34.0	0.0	-7.0
417.0	-314.664264634	92.0	-92.0	3.0	50.0	715.0	529.0	0.0	9.0	-75.0
418.0	-344.238051837	80.0	-80.0	0.0	41.0	771.0	470.0	34.0	0.0	-122.0
419.0	-371.744038237	74.0	-74.0	0.0	41.0	776.0	405.0	0.0	0.0	-158.0
420.0	-396.995199324	71.0	-71.0	0.0	41.0	822.0	405.0	0.0	0.0	-170.0
421.0	-419.81656827	74.0	-74.0	0.0	41.0	883.0	410.0	0.0	0.0	-183.0
422.0	-440.04656633	77.0	-77.0	0.0	41.0	888.0	345.0	0.0	0.0	-221.0
423.0	-457.538273235	70.0	-70.0	0.0	41.0	878.0	345.0	0.0	0.0	-218.0
424.0	-472.160627423	76.0	-76.0	0.0	41.0	883.0	351.0	0.0	0.0	-216.0
425.0	-483.79954618	80.0	-80.0	0.0	41.0	939.0	345.0	0.0	0.0	-232.0
426.0	-492.358955958	78.0	-78.0	0.0	46.0	934.0	286.0	0.0	0.0	-266.0
427.0	-497.761723539	69.0	-69.0	0.0	41.0	994.0	297.0	0.0	4.0	-270.0
428.0	-499.95047909	68.0	-68.0	0.0	46.0	944.0	286.0	0.0	0.0	-268.0
429.0	-498.888322681	69.0	-69.0	0.0	46.0	1000.0	291.0	0.0	0.0	-275.0
430.0	-494.559406386	65.0	-65.0	3.0	50.0	1000.0	237.0	0.0	4.0	-309.0
431.0	-486.969384771	53.0	-53.0	0.0	46.0	944.0	291.0	0.0	0.0	-265.0
432.0	-476.145727279	63.0	-63.0	0.0	41.0	1000.0	232.0	0.0	0.0	-312.0
433.0	-462.137886825	45.0	-45.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
434.0	-445.017319796	40.0	-40.0	0.0	41.0	994.0	227.0	0.0	0.0	-315.0
435.0	-424.877353579	32.0	-32.0	0.0	41.0	1000.0	227.0	0.0	0.0	-315.0
436.0	-401.832898716	25.0	-25.0	0.0	46.0	989.0	232.0	0.0	0.0	-310.0
437.0	-376.020003875	19.0	-19.0	0.0	41.0	994.0	227.0	0.0	0.0	-315.0
438.0	-347.595252878	9.0	-9.0	0.0	41.0	944.0	227.0	0.0	0.0	-307.0
439.0	-316.735004209	2.0	-2.0	0.0	41.0	989.0	232.0	0.0	0.0	-310.0
440.0	-283.634474563	-7.0	7.0	0.0	46.0	1000.0	243.0	0.0	4.0	-305.0
441.0	-248.506669232	-16.0	16.0	0.0	46.0	944.0	232.0	0.0	0.0	-303.0
442.0	-211.581163313	-27.0	27.0	0.0	46.0	934.0	291.0	0.0	0.0	-263.0
443.0	-173.102738995	-26.0	26.0	0.0	41.0	939.0	297.0	0.0	9.0	-260.0
444.0	-133.329885358	-37.0	37.0	0.0	41.0	939.0	286.0	0.0	0.0	-267.0
445.0	-92.5331683908	-52.0	52.0	0.0	46.0	944.0	286.0	0.0	0.0	-268.0
446.0	-50.9934801138	-65.0	65.0	3.0	50.0	939.0	297.0	0.0	9.0	-260.0
447.0	-9.00017685301	-75.0	75.0	0.0	46.0	944.0	345.0	0.0	0.0	-233.0
448.0	33.1508821238	-79.0	79.0	0.0	46.0	832.0	345.0	0.0	0.0	-207.0
449.0	75.1593833426	-84.0	84.0	3.0	50.0	832.0	416.0	0.0	9.0	-167.0
450.0	116.722681928	-84.0	84.0	0.0	46.0	832.0	416.0	0.0	4.0	-167.0
451.0	157.53798423	-97.0	97.0	0.0	41.0	771.0	459.0	0.0	0.0	-127.0
452.0	197.304575158	-97.0	97.0	0.0	41.0	710.0	459.0	0.0	0.0	-108.0
453.0	235.726074321	-102.0	102.0	0.0	46.0	659.0	589.0	34.0	0.0	-29.0
454.0	272.512704421	-90.0	90.0	0.0	41.0	593.0	632.0	30.0	0.0	15.0
455.0	307.383554747	-87.0	87.0	0.0	41.0	593.0	691.0	34.0	0.0	38.0
456.0	340.068822207	-90.0	90.0	0.0	0.0	497.0	708.0	38.0	4.0	87.0
457.0	370.312011998	-84.0	84.0	0.0	0.0	487.0	762.0	34.0	0.0	110.0
458.0	397.87207983	-86.0	86.0	0.0	0.0	436.0	816.0	34.0	0.0	151.0
459.0	422.525497587	-81.0	81.0	0.0	0.0	390.0	827.0	41.0	9.0	179.0
460.0	444.068224407	-79.0	79.0	0.0	0.0	380.0	886.0	34.0	0.0	199.0
461.0	462.317565413	-78.0	78.0	0.0	0.0	380.0	875.0	34.0	0.0	197.0
462.0	477.113900744	-84.0	84.0	3.0	4.0	329.0	940.0	38.0	4.0	240.0
463.0	488.322268092	-74.0	74.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
464.0	495.833782672	-75.0	75.0	0.0	0.0	274.0	1000.0	38.0	4.0	284.0
465.0	499.56687944	-64.0	64.0	3.0	4.0	279.0	1000.0	38.0	4.0	281.0
466.0	499.46836338	-65.0	65.0	0.0	0.0	274.0	1000.0	38.0	4.0	284.0
467.0	495.514254905	-63.0	63.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
468.0	487.710418691	-59.0	59.0	0.0	0.0	213.0	994.0	34.0	0.0	323.0
469.0	476.092965789	-45.0	45.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
470.0	460.728420411	-41.0	41.0	0.0	0.0	269.0	1000.0	72.0	0.0	353.0
471.0	441.713644545	-26.0	26.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
472.0	419.175515371	-8.0	8.0	0.0	0.0	223.0	1000.0	80.0	0.0	390.0
473.0	393.270352387	0.0	0.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
474.0	364.183093192	-24.0	24.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
475.0	332.126218956	-14.0	14.0	0.0	0.0	228.0	1000.0	41.0	9.0	314.0
476.0	297.338432742	4.0	-4.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
477.0	260.08309609	8.0	-8.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
478.0	220.646431411	20.0	-20.0	3.0	4.0	223.0	1000.0	41.0	9.0	317.0
479.0	179.335500014	41.0	-41.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
480.0	136.475967759	45.0	-45.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
481.0	92.4096724745	57.0	-57.0	3.0	4.0	279.0	1000.0	41.0	9.0	281.0
482.0	47.4920094197	69.0	-69.0	0.0	0.0	269.0	940.0	34.0	0.0	277.0
483.0	2.08915303577	82.0	-82.0	0.0	0.0	329.0	945.0	38.0	4.0	241.0
484.0	-43.4248647985	85.0	-85.0	0.0	0.0	380.0	875.0	38.0	4.0	197.0
485.0	-88.6711980278	85.0	-85.0	0.0	0.0	390.0	886.0	34.0	0.0	194.0
486.0	-133.269327548	98.0	-98.0	0.0	0.0	436.0	827.0	34.0	0.0	154.0
487.0	-176.840275059	99.0	-99.0	0.0	46.0	487.0	816.0	34.0	0.0	126.0
488.0	-219.009863196	103.0	-103.0	0.0	41.0	492.0	762.0	30.0	0.0	107.0
489.0	-259.411994369	109.0	-109.0	0.0	46.0	543.0	702.0	34.0	0.0	63.0
490.0	-297.691919854	108.0	-108.0	0.0	41.0	649.0	632.0	34.0	0.0	-7.0
491.0	-333.509470007	97.0	-97.0	0.0	41.0	715.0	529.0	0.0	9.0	-75.0
492.0	-366.542216071	87.0	-87.0	0.0	46.0	771.0	459.0	0.0	0.0	-127.0
493.0	-396.488533869	80.0	-80.0	0.0	41.0	822.0	400.0	0.0	0.0	-173.0
494.0	-423.070539795	75.0	-75.0	3.0	50.0	883.0	351.0	0.0	9.0	-216.0
495.0	-446.036869917	69.0	-69.0	0.0	46.0	888.0	345.0	0.0	0.0	-221.0
496.0	-465.165273645	73.0	-73.0	0.0	41.0	939.0	345.0	0.0	0.0	-232.0
497.0	-480.264994408	74.0	-74.0	3.0	50.0	944.0	297.0	0.0	9.0	-261.0
498.0	-491.178911008	69.0	-69.0	0.0	46.0	888.0	286.0	0.0	0.0	-257.0
499.0	-497.785414841	72.0	-72.0	0.0	41.0	939.0	286.0	0.0	0.0	-267.0
500.0	-500.0	69.0	-69.0	0.0	41.0	934.0	286.0	0.0	0.0	-266.0
501.0	-497.776545341	69.0	-69.0	0.0	41.0	939.0	297.0	0.0	0.0	-260.0
502.0	-491.108269918	69.0	-69.0	0.0	41.0	939.0	286.0	0.0	0.0	-267.0
503.0	-480.028345806	63.0	-63.0	0.0	46.0	934.0	286.0	0.0	0.0	-266.0
504.0	-464.610155108	59.0	-59.0	0.0	41.0	994.0	237.0	0.0	0.0	-308.0
505.0	-444.967180993	40.0	-40.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
506.0	-421.252525799	32.0	-32.0	0.0	46.0	939.0	232.0	0.0	4.0	-302.0
507.0	-393.658052613	27.0	-27.0	0.0	41.0	994.0	237.0	0.0	4.0	-308.0
508.0	-362.413150244	16.0	-16.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
509.0	-327.783125104	4.0	-4.0	0.0	46.0	944.0	232.0	0.0	4.0	-303.0
510.0	-290.067227196	-3.0	3.0	3.0	50.0	944.0	237.0	0.0	9.0	-300.0
511.0	-249.596321121	-15.0	15.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
512.0	-206.73021672	-31.0	31.0	0.0	41.0	944.0	227.0	0.0	0.0	-307.0
513.0	-161.854677665	-43.0	43.0	3.0	50.0	944.0	297.0	0.0	9.0	-261.0
514.0	-115.378129896	-43.0	43.0	0.0	46.0	944.0	291.0	0.0	4.0	-265.0
515.0	-67.7280953041	-59.0	59.0	0.0	41.0	944.0	286.0	0.0	0.0	-268.0
516.0	-19.3473794021	-74.0	74.0	0.0	41.0	878.0	286.0	0.0	0.0	-255.0
517.0	29.309955141	-85.0	85.0	0.0	46.0	888.0	356.0	0.0	4.0	-214.0
518.0	77.7827942939	-87.0	87.0	0.0	41.0	827.0	400.0	0.0	0.0	-175.0
519.0	125.607320334	-90.0	90.0	0.0	41.0	766.0	405.0	0.0	0.0	-155.0
520.0	172.321461587	-98.0	98.0	0.0	46.0	776.0	470.0	0.0	0.0	-123.0
521.0	217.469402422	-102.0	102.0	0.0	46.0	720.0	524.0	0.0	4.0	-79.0
522.0	260.606110029	-101.0	101.0	0.0	46.0	654.0	578.0	34.0	0.0	-31.0
523.0	301.301833273	-99.0	99.0	0.0	46.0	604.0	643.0	0.0	9.0	15.0
524.0	339.146528081	-97.0	97.0	0.0	0.0	497.0	702.0	34.0	0.0	85.0
525.0	373.754163431	-86.0	86.0	0.0	0.0	487.0	816.0	34.0	0.0	126.0
526.0	404.766862111	-83.0	83.0	3.0	4.0	441.0	821.0	38.0	4.0	150.0
527.0	431.858830943	-84.0	84.0	0.0	0.0	380.0	886.0	34.0	0.0	199.0
528.0	454.740036248	-76.0	76.0	0.0	0.0	380.0	881.0	34.0	0.0	198.0
529.0	473.159581822	-82.0	82.0	0.0	0.0	329.0	940.0	38.0	4.0	240.0
530.0	486.908748739	-73.0	73.0	0.0	0.0	335.0	945.0	34.0	0.0	238.0
531.0	495.823658798	-77.0	77.0	0.0	0.0	324.0	1000.0	34.0	0.0	255.0
532.0	499.787526415	-73.0	73.0	0.0	0.0	274.0	994.0	34.0	0.0	283.0
533.0	498.732467175	-64.0	64.0	0.0	0.0	279.0	1000.0	34.0	0.0	281.0
534.0	492.640835155	-63.0	63.0	0.0	0.0	274.0	1000.0	76.0	4.0	353.0
535.0	481.546065373	-38.0	38.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
536.0	465.533002391	-32.0	32.0	0.0	0.0	223.0	1000.0	80.0	0.0	390.0
537.0	444.737701033	-16.0	16.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
538.0	419.346690498	-18.0	18.0	0.0	0.0	269.0	994.0	72.0	0.0	352.0
539.0	389.595698602	-11.0	11.0	0.0	0.0	223.0	1000.0	38.0	4.0	317.0
540.0	355.767838605	-11.0	11.0	0.0	0.0	274.0	1000.0	76.0	4.0	353.0
541.0	318.191266896	10.0	-10.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
542.0	277.236325704	23.0	-23.0	3.0	4.0	279.0	1000.0	38.0	4.0	281.0
543.0	233.312190894	14.0	-14.0	0.0	0.0	269.0	1000.0	72.0	0.0	353.0
544.0	186.86305077	49.0	-49.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
545.0	138.363847506	43.0	-43.0	0.0	0.0	274.0	1000.0	38.0	4.0	284.0
546.0	88.315618378	58.0	-58.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
547.0	37.2404792102	75.0	-75.0	0.0	0.0	274.0	945.0	34.0	0.0	275.0
548.0	-14.3237025952	86.0	-86.0	0.0	0.0	324.0	935.0	34.0	0.0	242.0
549.0	-65.8288935255	92.0	-92.0	0.0	0.0	385.0	881.0	34.0	0.0	195.0
550.0	-116.722681928	93.0	-93.0	0.0	0.0	380.0	886.0	38.0	4.0	199.0
551.0	-166.454208904	109.0	-109.0	0.0	0.0	431.0	816.0	34.0	0.0	154.0
552.0	-214.480179558	110.0	-110.0	0.0	0.0	441.0	767.0	34.0	0.0	134.0
553.0	-260.270889646	118.0	-118.0	0.0	46.0	543.0	702.0	34.0	0.0	63.0
554.0	-303.316200989	109.0	-109.0	0.0	41.0	593.0	632.0	34.0	0.0	15.0
555.0	-343.13139801	107.0	-107.0	0.0	41.0	659.0	524.0	0.0	4.0	-58.0
556.0	-379.26285751	96.0	-96.0	0.0	41.0	771.0	459.0	0.0	0.0	-127.0
557.0	-411.293464338	85.0	-85.0	0.0	41.0	883.0	405.0	0.0	0.0	-186.0
558.0	-438.847706917	75.0	-75.0	3.0	50.0	888.0	356.0	0.0	9.0	-214.0
559.0	-461.596388697	74.0	-74.0	0.0	46.0	888.0	291.0	0.0	4.0	-254.0
560.0	-479.260894509	67.0	-67.0	0.0	46.0	944.0	286.0	0.0	0.0	-268.0
561.0	-491.616954507	66.0	-66.0	3.0	50.0	944.0	297.0	0.0	9.0	-261.0
562.0	-498.49785282	71.0	-71.0	0.0	46.0	944.0	291.0	0.0	4.0	-265.0
563.0	-499.797033229	70.0	-70.0	0.0	41.0	944.0	286.0	0.0	0.0	-268.0
564.0	-495.470060107	68.0	-68.0	0.0	41.0	934.0	227.0	0.0	0.0	-305.0
565.0	-485.535899358	54.0	-54.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
566.0	-470.077491246	47.0	-47.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
567.0	-449.241594634	41.0	-41.0	0.0	41.0	989.0	232.0	0.0	0.0	-310.0
568.0	-423.237890275	33.0	-33.0	0.0	46.0	1000.0	237.0	0.0	0.0	-309.0
569.0	-392.337339218	24.0	-24.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
570.0	-356.869801138	13.0	-13.0	0.0	41.0	934.0	232.0	0.0	0.0	-302.0
571.0	-317.220926295	4.0	-4.0	0.0	41.0	1000.0	237.0	0.0	9.0	-309.0
572.0	-273.828343774	-10.0	10.0	0.0	41.0	1000.0	232.0	0.0	0.0	-312.0
573.0	-227.177177605	-25.0	25.0	0.0	41.0	944.0	232.0	0.0	0.0	-303.0
574.0	-177.794931132	-37.0	37.0	3.0	50.0	944.0	237.0	0.0	4.0	-300.0
